ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory
Medium Drone Durability Enhancer II,6.5E+07,2.899997E+07,3.600003E+07, 55.38466,1, 36000030, 50.0
Small Drone Mining Augmentor I,350000,378000,-28000, -8,2, -56000, 14.062500
Small Drone Mining Augmentor I Blueprint,125000,125000,0, 0,1, 0, 2.1929824561403508771929824600
Medium Drone Mining Augmentor I,3777889,2099994,1677895, 44.41357,6, 10067370, 70.0
Medium Drone Mining Augmentor I Blueprint,750000,750000,0, 0,1, 0, 0
Small Drone Mining Augmentor II,1.697744E+07,6266456,1.071099E+07, 63.08952,1, 10710990, 20.0
Medium Drone Mining Augmentor II,4.510499E+07,2.489592E+07,2.020907E+07, 44.8045,3, 60627200, 16.393442622950819672131147540
Small Drone Repair Augmentor I,399995,474994,-74999, -18.74998,1, -74999, 26.415094339622641509433962260
Small Drone Repair Augmentor I Blueprint,125000,125000,0, 0,1, 0, 0
Medium Drone Repair Augmentor I,1799995,987999,811996, 45.11102,1, 811996, 39.130434782608695652173913040
Medium Drone Repair Augmentor I Blueprint,750000,750000,0, 0,1, 0, 0
Small Drone Repair Augmentor II,0,5000000,-5000000, -Infinity,0, 0, 0
Medium Drone Repair Augmentor II,0,3.47E+07,-3.47E+07, -Infinity,1, -34700000, 0
Small Drone Speed Augmentor I,359487.9,259978.9,99508.94, 27.68075,1, 99508.94, 34.246575342465753424657534250
Small Drone Speed Augmentor I Blueprint,125000,125000,0, 0,1, 0, 0.4444444444444444444444444400
Medium Drone Speed Augmentor I,1999995,1699993,300002.1, 15.00014,1, 300002.1, 28.12500
Medium Drone Speed Augmentor I Blueprint,750000,750000,0, 0,1, 0, 0
Small Drone Speed Augmentor II,1.348589E+07,5002126,8483768, 62.90846,1, 8483768, 6.3492063492063492063492063500
Medium Drone Speed Augmentor II,5E+07,2.3465E+07,2.6535E+07, 53.07001,1, 26535000, 1.1627906976744186046511627900
Small Drone Scope Chip I,250000,370000,-120000, -48,1, -120000, 11.301369863013698630136986300
Small Drone Scope Chip I Blueprint,125000,125000,0, 0,1, 0, 0
Medium Drone Scope Chip I,1499995,1229999,269996.1, 17.9998,1, 269996.1, 23.913043478260869565217391300
Medium Drone Scope Chip I Blueprint,750000,750000,0, 0,1, 0, 0
Small Drone Scope Chip II,9000000,5681988,3318012, 36.8668,1, 3318012, 0
Medium Drone Scope Chip II,2.42E+07,3.4E+07,-9800000, -40.49587,1, -9800000, 0
Small Sentry Damage Augmentor I,430000,441574.9,-11574.94, -2.691846,2, -23149.88, 48.684210526315789473684210530
Small Sentry Damage Augmentor I Blueprint,125000,125000,0, 0,1, 0, 0
Medium Sentry Damage Augmentor I,2100188,1646000,454188, 21.62606,2, 908376, 17.142857142857142857142857140
Medium Sentry Damage Augmentor I Blueprint,750000,750000,0, 0,1, 0, 0
Small Sentry Damage Augmentor II,4E+07,1.979999E+07,2.020001E+07, 50.50003,1, 20200010, 50.0
Medium Sentry Damage Augmentor II,3.5E+07,3.03E+07,4700000, 13.42857,1, 4700000, 24.137931034482758620689655170
Small Stasis Drone Augmentor I,599000,500000,99000.03, 16.52755,1, 99000.03, 0
Small Stasis Drone Augmentor I Blueprint,125000,125000,0, 0,1, 0, 0
Medium Stasis Drone Augmentor I,2999995,1424999,1574996, 52.49995,1, 1574996, 25.00
Medium Stasis Drone Augmentor I Blueprint,750000,750000,0, 0,1, 0, 0
Small Stasis Drone Augmentor II,8999994,2498703,6501291, 72.23662,0, 0, 0
Medium Stasis Drone Augmentor II,0,1E+08,-1E+08, -Infinity,0, 0, 0
Olfei Medallion,999010,100000,899010, 89.99009,3, 2697030, 4.5454545454545454545454545500
Low-grade Grail Alpha,0,2E+07,-2E+07, -Infinity,0, 0, 0
Low-grade Grail Beta,0,1.598E+07,-1.598E+07, -Infinity,0, 0, 0
Low-grade Grail Delta,0,3E+07,-3E+07, -Infinity,0, 0, 0
Low-grade Grail Epsilon,0,5.3E+07,-5.3E+07, -Infinity,0, 0, 0
Low-grade Grail Gamma,0,3.3E+07,-3.3E+07, -Infinity,0, 0, 0
Low-grade Spur Alpha,0,1.499992E+07,-1.499992E+07, -Infinity,0, 0, 0
Low-grade Spur Beta,0,6000000,-6000000, -Infinity,0, 0, 0
Low-grade Spur Delta,0,1.5444E+07,-1.5444E+07, -Infinity,0, 0, 0
Low-grade Spur Epsilon,0,9999990,-9999990, -Infinity,0, 0, 0
Low-grade Spur Gamma,0,2.199988E+07,-2.199988E+07, -Infinity,0, 0, 0
Low-grade Talon Alpha,0,2E+07,-2E+07, -Infinity,0, 0, 0
Low-grade Talon Beta,0,1E+07,-1E+07, -Infinity,0, 0, 0
Low-grade Talon Delta,0,1.3E+07,-1.3E+07, -Infinity,0, 0, 0
Low-grade Talon Epsilon,0,9999989,-9999989, -Infinity,0, 0, 0
Low-grade Talon Gamma,0,1.5E+07,-1.5E+07, -Infinity,0, 0, 0
Low-grade Jackal Alpha,0,1E+07,-1E+07, -Infinity,1, -10000000, 0
Low-grade Jackal Beta,0,1E+07,-1E+07, -Infinity,0, 0, 0
Low-grade Jackal Delta,5E+07,1.0798E+07,3.9202E+07, 78.404,1, 39202000, 25.00
Low-grade Jackal Epsilon,5.9E+07,4E+07,1.9E+07, 32.20339,1, 19000000, 0
Low-grade Jackal Gamma,0,2E+07,-2E+07, -Infinity,1, -20000000, 0
Low-grade Grail Omega,0,5000000,-5000000, -Infinity,0, 0, 0
Low-grade Jackal Omega,0,2.099999E+07,-2.099999E+07, -Infinity,0, 0, 0
Low-grade Spur Omega,0,1.7777E+07,-1.7777E+07, -Infinity,0, 0, 0
Low-grade Talon Omega,0,1.37111E+07,-1.37111E+07, -Infinity,0, 0, 0
Freki,0,0,0, NaN,0, 0, 0
Mimir,0,0,0, NaN,0, 0, 0
Territorial Claim Unit,1.325E+08,1.1E+08,2.25E+07, 16.98113,2, 45000000, 15.384615384615384615384615380
Hyasyoda Research Laboratory,2.99E+08,1.85E+08,1.14E+08, 38.12709,0, 0, 0
RSS Core Scanner Probe,3.586428E+07,4.444443E+07,-8580156, -23.92396,8, -68641250, 19.402985074626865671641791040
Nugoehuvi Synth Blue Pill Booster,1.05E+07,4600000,5900000, 56.19048,5, 29500000, 0
Imperial Navy Modified 'Noble' Implant,4.8E+08,3.746E+08,1.054E+08, 21.95833,1, 105400000, 0
Sansha Modified 'Gnome' Implant,0,8.879447E+08,-8.879447E+08, -Infinity,1, -887944700, 0
Syndicate Cloaking Device,0,3.7E+08,-3.7E+08, -Infinity,1, -370000000, 0
Black Eagle Drone Link Augmentor,0,3.80318E+08,-3.80318E+08, -Infinity,1, -380318000, 0
Armageddon Navy Issue,0,6.24999E+08,-6.24999E+08, -Infinity,1, -624999000, 0
Dominix Navy Issue,4.09577E+08,4.4E+08,-3.042301E+07, -7.427909,1, -30423010, 0
Scorpion Navy Issue,0,4.95E+08,-4.95E+08, -Infinity,1, -495000000, 0
Typhoon Fleet Issue,3.47E+08,3.49E+08,-2000000, -0.5763689,1, -2000000, 0
Cyclops I,9500000,7318996,2181004, 22.95794,10, 21810040, 0
Cyclops I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Heavy Fighters,1.1E+08,1.1E+08,0, 0,1, 0, 0
Malleus I,1E+07,6484991,3515009, 35.15009,7, 24605060, 18.7500
Malleus I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Tyrfing I,5000000,7996100,-2996100, -59.92199,10, -29961000, 0
Tyrfing I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Mantis I,1.3E+07,5000000,8000000, 61.53846,5, 40000000, 0
Mantis I Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Domination Target Painter,5E+07,4.6E+07,4000000, 8,1, 4000000, 0
Advanced Logistics Network,0,2.75E+08,-2.75E+08, -Infinity,0, 0, 0
XL Cruise Missiles,1.5E+07,1.5E+07,0, 0,1, 0, 0.0038106851611919823184208500
Scourge XL Cruise Missile,2999.99,3338.6,-338.6101, -11.28704,0, 0, 0
Scourge XL Cruise Missile Blueprint,8E+07,8E+07,0, 0,1, 0, 0
Nova XL Cruise Missile,2500,3499.72,-999.72, -39.9888,30, -29991.6, 0
Nova XL Cruise Missile Blueprint,7E+07,7E+07,0, 0,1, 0, 0
Inferno XL Cruise Missile,3250,3989.82,-739.8201, -22.76369,2000, -1479640, 0
Inferno XL Cruise Missile Blueprint,9E+07,9E+07,0, 0,1, 0, 0
Mjolnir XL Cruise Missile,3500,4969.81,-1469.81, -41.99457,38778, -56996300, 0
Mjolnir XL Cruise Missile Blueprint,1E+08,1E+08,0, 0,1, 0, 0
XL Cruise Missile Launcher I,8E+07,4.000024E+07,3.999976E+07, 49.99971,2, 79999530, 0
XL Cruise Missile Launcher I Blueprint,1.5E+08,5.437139E+07,9.562861E+07, 63.75241,1, 95628610, 0
Infrastructure Hub,6.666667E+08,4.9E+08,1.766667E+08, 26.5,1, 176666700, 0
Civilian Warp Disruptor,70000,10000,60000, 85.71429,1, 60000, 0
Medium Ancillary Shield Booster,1500000,1599999,-99999, -6.6666,14, -1399986, 15.827338129496402877697841730
Small Ancillary Shield Booster,170000,59999.92,110000.1, 64.70592,7, 770000.6, 1.1355311355311355311355311400
X-Large Ancillary Shield Booster,2000000,1519998,480002.5, 24.00013,6, 2880015, 19.287833827893175074183976260
Defender Missile I,5.18,6.87,-1.69, -32.62548,4077, -6890.13, 2.6584614729044841230033352800
Defender Missile I Blueprint,120000,120000,0, 0,1, 0, 0
Salvage Drone I,10000,13750,-3750, -37.5,154, -577500, 36.343428730202834120589052510
Cambion,0,0,0, NaN,0, 0, 0
Etana,0,0,0, NaN,0, 0, 0
100 Aurum Token,0,2.1E+08,-2.1E+08, -Infinity,0, 0, 0
500 Aurum Token,0,2.4449E+08,-2.4449E+08, -Infinity,0, 0, 0
Resistance Phasing,500000,478667.7,21332.34, 4.266469,4, 85329.38, 0
Ammatar Navy Thermal Plating,0,0,0, NaN,0, 0, 0
Miasmos Amastris Edition,0,2.999E+08,-2.999E+08, -Infinity,0, 0, 0
Medium Mercoxit Mining Crystal Optimization I,990000,694000,296000, 29.89899,2, 592000, 22.058823529411764705882352940
Medium Mercoxit Mining Crystal Optimization I Blueprint,750000,750000,0, 0,1, 0, 0
Medium Ice Harvester Accelerator I,538000,548255.1,-10255.13, -1.906157,11, -112806.4, 23.728813559322033898305084750
Medium Ice Harvester Accelerator I Blueprint,750000,750000,0, 0,1, 0, 0
Unrefined Vanadium Hafnite,0,2999999,-2999999, -Infinity,0, 0, 0
Unrefined Platinum Technite,0,0,0, NaN,0, 0, 0
Unrefined Solerium,0,0,0, NaN,0, 0, 0
Unrefined Caesarium Cadmide,0,0,0, NaN,0, 0, 0
Unrefined Hexite,0,0,0, NaN,0, 0, 0
Unrefined Rolled Tungsten Alloy,0,0,0, NaN,0, 0, 0
Unrefined Titanium Chromide,0,4750950,-4750950, -Infinity,32, -152030400, 0
Unrefined Fernite Alloy,0,3100000,-3100000, -Infinity,0, 0, 0
Unrefined Crystallite Alloy,0,0,0, NaN,0, 0, 0
Quest Survey Probe I Blueprint,5000000,5000000,0, 0,1, 0, 0
SPZ-3 "Torch" Laser Sight Combat Ocular Enhancer (right/black),1.41E+08,1.6E+08,-1.9E+07, -13.47518,1, -19000000, 0
Discovery Survey Probe I Blueprint,3000000,3000000,0, 0,1, 0, 0
Gaze Survey Probe I Blueprint,7000000,7000000,0, 0,1, 0, 0
Station Container Blueprint,180000,180000,0, 0,5, 0, 0.0003812460493378137369051500
Small Standard Container Blueprint,0,88000,-88000, -Infinity,1, -88000, 0
Medium Standard Container Blueprint,0,150000,-150000, -Infinity,1, -150000, 0
Large Standard Container Blueprint,0,399999,-399999, -Infinity,1, -399999, 0
Giant Freight Container Blueprint,2E+07,2505000,1.7495E+07, 87.475,1, 17495000, 0
Giant Secure Container Blueprint,0,2800000,-2800000, -Infinity,1, -2800000, 0
Huge Secure Container Blueprint,0,1239999,-1239999, -Infinity,1, -1239999, 0
Large Secure Container Blueprint,0,690000,-690000, -Infinity,1, -690000, 0
Medium Secure Container Blueprint,0,590000,-590000, -Infinity,1, -590000, 0
Small Secure Container Blueprint,0,199000,-199000, -Infinity,1, -199000, 0
Small Audit Log Secure Container Blueprint,180000,390000,-210000, -116.6667,6, -1260000, 0
Medium Audit Log Secure Container Blueprint,2000000,2064999,-64999, -3.24995,6, -389994, 0
Large Audit Log Secure Container Blueprint,4000000,4195000,-195000, -4.875,6, -1170000, 0
Station Vault Container Blueprint,1800000,1800000,0, 0,1, 0, 0.0002287495482196422662065200
Algos,850000,1320000,-470000, -55.29412,8, -3760000, 38.341968911917098445595854920
Algos Blueprint,1.4E+07,9380000,4620000, 33,1, 4620000, 28.571428571428571428571428570
Dragoon,800000,990000,-190000, -23.75,3, -570000, 29.767441860465116279069767440
Dragoon Blueprint,1.5E+07,1.01E+07,4899998, 32.66666,1, 4899998, 16.666666666666666666666666670
Corax,700000,978777,-278777, -39.82529,3, -836331, 9.677419354838709677419354840
Corax Blueprint,1.49996E+07,8795138,6204461, 41.36418,1, 6204461, 7.1428571428571428571428571400
Talwar,700000,899000,-199000, -28.42857,7, -1393000, 14.857142857142857142857142860
Talwar Blueprint,7837500,9300000,-1462500, -18.66029,3, -4387500, 0
Venture,192007,220000,-27993.02, -14.57917,65, -1819546, 19.555555555555555555555555560
Venture Blueprint,6400000,4695999,1704001, 26.62502,1, 1704001, 59.090909090909090909090909090
Mining Frigate,27340,39999,-12659, -46.30212,4, -50636, 0.196788413098236775818639800
Unit D-34343's Modified Drone Damage Amplifier,0,5.4654E+09,-5.4654E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Drone Damage Amplifier,0,7.792294E+09,-7.792294E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Drone Damage Amplifier,0,9.990129E+09,-9.990129E+09, -Infinity,0, 0, 0
Unit W-634's Modified Drone Damage Amplifier,0,2.5E+10,-2.5E+10, -Infinity,0, 0, 0
Unit D-34343's Modified Drone Link Augmentor,0,2.449996E+09,-2.449996E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Drone Link Augmentor,0,1.0798E+09,-1.0798E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Drone Link Augmentor,0,1.6E+09,-1.6E+09, -Infinity,0, 0, 0
Unit W-634's Modified Drone Link Augmentor,0,1.28E+09,-1.28E+09, -Infinity,0, 0, 0
Unit D-34343's Modified Omnidirectional Tracking Link,0,2.239E+09,-2.239E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Omnidirectional Tracking Link,0,3.08E+09,-3.08E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Omnidirectional Tracking Link,0,8E+09,-8E+09, -Infinity,0, 0, 0
Unit W-634's Modified Omnidirectional Tracking Link,0,8E+09,-8E+09, -Infinity,0, 0, 0
Unit D-34343's Modified Drone Navigation Computer,0,2.7E+09,-2.7E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Drone Navigation Computer,0,3.642646E+09,-3.642646E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Drone Navigation Computer,0,3.388E+09,-3.388E+09, -Infinity,0, 0, 0
Unit W-634's Modified Drone Navigation Computer,0,4.597598E+09,-4.597598E+09, -Infinity,0, 0, 0
Unit D-34343's Modified Fighter Support Unit,0,3.5E+09,-3.5E+09, -Infinity,0, 0, 0
Unit F-435454's Modified Fighter Support Unit,0,7.8E+09,-7.8E+09, -Infinity,0, 0, 0
Unit P-343554's Modified Fighter Support Unit,0,1.375E+10,-1.375E+10, -Infinity,0, 0, 0
Unit W-634's Modified Fighter Support Unit,0,1.048E+10,-1.048E+10, -Infinity,0, 0, 0
Salvage Drone I Blueprint,2.9986E+07,2.9986E+07,0, 0,1, 0, 0
Sodium Firework CXIV,9400,1111.11,8288.89, 88.17968,366, 3033734, 11.743503772003352891869237220
Barium Firework CXIV,0,1000,-1000, -Infinity,507, -507000, 0
Copper Firework CXIV,8490,1000,7490, 88.22144,522, 3909780, 17.173958993870217712957091520
Magnetometric Sensor Compensation,250000,250000,0, 0,5, 0, 0
Gravimetric Sensor Compensation,250000,250000,0, 0,4, 0, 0
Ladar Sensor Compensation,250000,250000,0, 0,5, 0, 0.1185864495217013202624713400
Radar Sensor Compensation,250000,250000,0, 0,4, 0, 0.1185864495217013202624713400
Enormous Freight Container,200000,324999.9,-124999.9, -62.49994,11, -1374999, 26.740506329113924050632911390
Enormous Freight Container Blueprint,1.5E+07,4128000,1.0872E+07, 72.48,1, 10872000, 46.153846153846153846153846150
Huge Freight Container,149000,74555,74444.98, 49.96308,4, 297779.9, 19.011406844106463878326996200
Huge Freight Container Blueprint,0,1139990,-1139990, -Infinity,1, -1139990, 0
Large Freight Container,48999.98,44800,4199.98, 8.571392,8, 33599.84, 27.294493216280925778132482040
Large Freight Container Blueprint,0,600000,-600000, -Infinity,5, -3000000, 0
Medium Freight Container,18499.99,15999.99,2500, 13.51352,10, 25000, 2.807525325615050651230101300
Medium Freight Container Blueprint,0,270000,-270000, -Infinity,0, 0, 0
Small Freight Container,170000,13968.79,156031.2, 91.78306,6, 936187.2, 16.650485436893203883495145630
Small Freight Container Blueprint,1250000,140000,1110000, 88.8,1, 1110000, 50.0
The Mini Monolith,0,1E+07,-1E+07, -Infinity,1, -10000000, 0
A Handful of Tiny Stars,0,2.999999E+07,-2.999999E+07, -Infinity,0, 0, 0
Deactivated Station Key Pass,0,2.95E+07,-2.95E+07, -Infinity,1, -29500000, 0
Ship Fitting Guide,0,1099999,-1099999, -Infinity,1, -1099999, 0
Scotty the Docking Manager's Clone,0,9999989,-9999989, -Infinity,1, -9999989, 0
A Big Red Button,0,8889560,-8889560, -Infinity,1, -8889560, 0
Unit of Lag,0,9999999,-9999999, -Infinity,0, 0, 0
Postcard From Poitot,0,3000000,-3000000, -Infinity,0, 0, 0
A Tank of Honor,0,5878000,-5878000, -Infinity,1, -5878000, 0
Animal Medical Expert,0,2099999,-2099999, -Infinity,1, -2099999, 0
Military Experts and You,0,999989,-999989, -Infinity,1, -999989, 0
Rules of Engagement,0,1900000,-1900000, -Infinity,1, -1900000, 0
Little Helper, Female,0,1.5E+07,-1.5E+07, -Infinity,1, -15000000, 0
Little Helper, Male,0,1.5E+07,-1.5E+07, -Infinity,3, -45000000, 0
Replica Gallente Cruiser,0,300000,-300000, -Infinity,1, -300000, 0
Model of a Fighter,0,230000,-230000, -Infinity,0, 0, 0
NEO YC 114: Team Ineluctable,0,700000,-700000, -Infinity,0, 0, 0
NEO YC 114: Raiden. 58th Squadron,0,1000000,-1000000, -Infinity,0, 0, 0
NEO YC 114: Last Huzzah,0,1000000,-1000000, -Infinity,0, 0, 0
NEO YC 114: Why Dash,0,750000,-750000, -Infinity,0, 0, 0
NEO YC 114: RONIN and pixies,0,735000,-735000, -Infinity,0, 0, 0
NEO YC 114: Expendables,0,1500000,-1500000, -Infinity,0, 0, 0
NEO YC 114: The HUNS,0,1999990,-1999990, -Infinity,0, 0, 0
NEO YC 114: Tinkerhell and Alts,0,500000,-500000, -Infinity,0, 0, 0
NEO YC 114: Tengu Terror,0,1999871,-1999871, -Infinity,0, 0, 0
NEO YC 114: Oxygen Isonopes,0,1999990,-1999990, -Infinity,0, 0, 0
NEO YC 114: Africa‘s Finest,0,1100000,-1100000, -Infinity,0, 0, 0
NEO YC 114: Something Else,0,649999,-649999, -Infinity,0, 0, 0
NEO YC 114: The Exiled Gaming,0,1940988,-1940988, -Infinity,0, 0, 0
NEO YC 114: Perihelion Beryllium Duralumin,0,1000000,-1000000, -Infinity,0, 0, 0
NEO YC 114: Goggle Wearing Internet Crime Fighters,0,1500000,-1500000, -Infinity,0, 0, 0
NEO YC 114: ISN – Incursion Shiny Network,0,750000,-750000, -Infinity,0, 0, 0
NEO YC 114: Baaaramu,0,1000000,-1000000, -Infinity,1, -1000000, 0
NEO YC 114: Asine Hitama‘s team,0,1100000,-1100000, -Infinity,1, -1100000, 0
NEO YC 114: EFS,0,1500000,-1500000, -Infinity,0, 0, 0
NEO YC 114: Much Crying Old Experts,0,1999990,-1999990, -Infinity,0, 0, 0
NEO YC 114: DeepWater,0,1456999,-1456999, -Infinity,0, 0, 0
NEO YC 114: Blue Ballers,0,1190000,-1190000, -Infinity,0, 0, 0
NEO YC 114: The Gentlemen Renegades,0,1999989,-1999989, -Infinity,0, 0, 0
NEO YC 114: Guiding Hand Social Club,0,749000,-749000, -Infinity,0, 0, 0
NEO YC 114: XXXMity,0,1250000,-1250000, -Infinity,1, -1250000, 0
NEO YC 114: My Little Nulli,0,1299999,-1299999, -Infinity,0, 0, 0
NEO YC 114: 8 CAS,0,1100000,-1100000, -Infinity,0, 0, 0
Concordokken,0,999889,-999889, -Infinity,1, -999889, 0
Shuttle Piloting For Dummies,0,4999999,-4999999, -Infinity,1, -4999999, 0
*Sneaks in a classic*,0,1999999,-1999999, -Infinity,0, 0, 0
Public Portrait: How To,1.5E+07,6444000,8556000, 57.04,0, 0, 0
Men's 'Red Star' T-shirt,6000000,775000,5225000, 87.08334,1, 5225000, 0
Women's 'Red Star' T-shirt,1.5E+09,799999,1.4992E+09, 99.94666,1, 1499200000, 0
Boots.ini,1.9777E+07,1.289988E+07,6877120, 34.77332,1, 6877120, 72.727272727272727272727272730
Donut Holder,0,2000000,-2000000, -Infinity,1, -2000000, 0
New Eden Soundbox,4E+08,9000000,3.91E+08, 97.75,1, 391000000, 0
Deactivated Station Key Pass Blueprint,0,0,0, NaN,0, 0, 0
Small Ancillary Armor Repairer,38500,70899.97,-32399.97, -84.15576,71, -2300398, 37.985725614591593973037272010
Armor Layering,1000000,1000000,0, 0,8, 0, 0.0079113924050632911392405100
Hematos,0,7.7E+08,-7.7E+08, -Infinity,0, 0, 0
Taipan,0,7.2E+08,-7.2E+08, -Infinity,1, -720000000, 0
Violator,0,7E+08,-7E+08, -Infinity,0, 0, 0
Amarr Destroyer,100000,100000,0, 0,9, 0, 0.4284823932689311311935182300
Caldari Destroyer,100000,98989,1011, 1.011,10, 10110, 0.4294191130543410368519675200
Gallente Destroyer,100000,100000,0, 0,14, 0, 0.8382295338817077947512730100
Minmatar Destroyer,100000,100000,0, 0,19, 0, 0
Amarr Battlecruiser,2500000,2474999,25000.75, 1.00003,5, 125003.8, 0
Caldari Battlecruiser,2500000,2474996,25003.75, 1.00015,8, 200030, 0
Gallente Battlecruiser,2500000,2474993,25006.75, 1.00027,7, 175047.2, 0
Minmatar Battlecruiser,2500000,2474998,25002.25, 1.00009,11, 275024.8, 0.0158277936055713833491611300
Medium Ancillary Armor Repairer,649000.1,445000,204000.1, 31.43298,13, 2652001, 7.2727272727272727272727272700
Large Ancillary Armor Repairer,199700,88998.97,110701, 55.43366,4, 442804.1, 6.3172043010752688172043010800
Men's 'Quafe' T-shirt YC 115,0,1.3E+08,-1.3E+08, -Infinity,1, -130000000, 0
Women's 'Quafe' T-shirt YC 115,2E+08,1.148999E+08,8.510011E+07, 42.55006,0, 0, 0
Clone Soldier Trainer Tag,1700900,1500000,200900, 11.81139,6, 1205400, 19.148936170212765957446808510
Clone Soldier Recruiter Tag,3000000,2999989,11, 0.0003666667,9, 99, 35.031847133757961783439490450
Clone Soldier Transporter Tag,3.1E+07,2.99998E+07,1000202, 3.226458,20, 20004040, 15.988372093023255813953488370
Clone Soldier Negotiator Tag,3.299999E+07,2.977588E+07,3224110, 9.770033,14, 45137540, 27.064220183486238532110091740
Personal Hangar Array,1E+07,1.7E+07,-6999998, -69.99998,1, -6999998, 58.333333333333333333333333330
Personal Hangar Array Blueprint,3E+08,3E+08,0, 0,1, 0, 0
Brutix Navy Issue,2.89999E+08,1.431999E+08,1.467991E+08, 50.62055,1, 146799100, 0
Drake Navy Issue,2.54888E+08,2.16E+08,3.8888E+07, 15.2569,1, 38888000, 12.500
Harbinger Navy Issue,2.54E+08,2.14E+08,3.999998E+07, 15.74802,1, 39999980, 14.285714285714285714285714290
Hurricane Fleet Issue,1.39779E+08,1.155556E+08,2.422344E+07, 17.32981,2, 48446880, 0
Scan Acquisition Array I,129997.9,69999,59998.91, 46.15375,9, 539990.1, 10.920245398773006134969325150
Scan Acquisition Array I Blueprint,600000,600000,0, 0,1, 0, 0
Scan Pinpointing Array I,177777.8,68000,109777.8, 61.75,7, 768444.4, 13.296398891966759002770083100
Scan Pinpointing Array I Blueprint,600000,600000,0, 0,1, 0, 0
Scan Rangefinding Array I,189995,57990.35,132004.6, 69.47795,28, 3696130, 39.037433155080213903743315510
Scan Rangefinding Array I Blueprint,600000,600000,0, 0,1, 0, 0
Spatial Attunement Unit,1529.86,18000,-16470.14, -1076.578,45, -741156.3, 0
Scan Acquisition Array II,2500000,1248207,1251793, 50.07173,2, 2503586, 6.6433566433566433566433566400
Scan Pinpointing Array II,1543100,1177333,365767.3, 23.70341,2, 731534.5, 34.042553191489361702127659570
Scan Rangefinding Array II,1900000,1150239,749761.1, 39.46111,3, 2249284, 19.101123595505617977528089890
A piece of Steve,0,1.9998E+07,-1.9998E+07, -Infinity,1, -19998000, 0
Band of Brothers Director Access Key,0,1.95E+07,-1.95E+07, -Infinity,1, -19500000, 0
Press pass to Prometheus Station opening,0,1037998,-1037998, -Infinity,0, 0, 0
Lost reminder to pay sov bill,0,2000000,-2000000, -Infinity,2, -4000000, 0
Assassination Contract: Mirial,0,1.5E+07,-1.5E+07, -Infinity,1, -15000000, 0
Premier ticket for: The last G campaign,0,999700,-999700, -Infinity,0, 0, 0
Premier ticket for: Clear Skies,0,1599999,-1599999, -Infinity,0, 0, 0
Premier ticket for: Day of Darkness,0,1300000,-1300000, -Infinity,0, 0, 0
Alliance Tournament I: Band of Brothers,0,2500000,-2500000, -Infinity,0, 0, 0
Alliance Tournament II: Band of Brothers,0,2900000,-2900000, -Infinity,0, 0, 0
Alliance Tournament III: Band of Brothers,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament III: Cult of War,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament IV: HUN Reloaded,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament IV: Star Fraction,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament V: Ev0ke,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament VI: Pandemic Legion,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament VII: Pandemic Legion,0,2000000,-2000000, -Infinity,0, 0, 0
Alliance Tournament VIII: Pandemic Legion,0,2000000,-2000000, -Infinity,0, 0, 0
Survey Probe Launcher I,14809.99,9499.99,5310, 35.85418,7, 37170, 9.650053022269353128313891830
Survey Probe Launcher I Blueprint,60000,60000,0, 0,1, 0, 0
Survey Probe Launcher II,1.203222E+09,4884997,1.198337E+09, 99.59401,3, 3595010000, 0
Capital Drone Control Range Augmentor I,0,2E+07,-2E+07, -Infinity,1, -20000000, 0
Capital Drone Control Range Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Drone Control Range Augmentor II,3.4E+08,4.14E+08,-7.400003E+07, -21.76472,0, 0, 0
Capital Drone Durability Enhancer I,8.944445E+07,4.9E+07,4.044445E+07, 45.21739,1, 40444450, 50.0
Capital Drone Durability Enhancer I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Drone Durability Enhancer II,0,5.909075E+08,-5.909075E+08, -Infinity,0, 0, 0
Capital Drone Mining Augmentor I,1.01992E+08,4.689971E+07,5.509229E+07, 54.01628,2, 110184600, 0
Capital Drone Mining Augmentor I Blueprint,5E+07,5E+07,0, 0,1, 0, 0
Capital Drone Mining Augmentor II,7.59997E+08,5.52993E+08,2.07004E+08, 27.23747,2, 414007900, 12.500
