ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Wyvern Blue Tiger SKIN (Permanent),0.00,"1,848,889,000.00","-1,848,889,000.00", -Infinity,0.00,0.00,0.00,,
Leviathan Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Badger Blue Tiger SKIN (Permanent),0.00,"9,669,000,000.00","-9,669,000,000.00", -Infinity,0.00,0.00,0.00,,
Tayra Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Crane Blue Tiger SKIN (Permanent),0.00,"850,000,000.00","-850,000,000.00", -Infinity,0.00,0.00,0.00,,
Bustard Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Charon Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Rhea Blue Tiger SKIN (Permanent),0.00,"1,450,000,000.00","-1,450,000,000.00", -Infinity,0.00,0.00,0.00,,
Breacher Valklear Glory SKIN (Permanent),0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Burst Valklear Glory SKIN (Permanent),0.00,"850,000,000.00","-850,000,000.00", -Infinity,0.00,0.00,0.00,,
Probe Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Rifter Valklear Glory SKIN (Permanent),0.00,"900,000,000.00","-900,000,000.00", -Infinity,0.00,0.00,0.00,,
Slasher Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Vigil Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Jaguar Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Wolf Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Cheetah Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Hound Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Hyena Valklear Glory SKIN (Permanent),0.00,"650,000,000.00","-650,000,000.00", -Infinity,0.00,0.00,0.00,,
Claw Valklear Glory SKIN (Permanent),0.00,"689,797,000.00","-689,797,000.00", -Infinity,0.00,0.00,0.00,,
Stiletto Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Talwar Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Thrasher Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Sabre Valklear Glory SKIN (Permanent),0.00,"674,677,400.00","-674,677,400.00", -Infinity,0.00,0.00,0.00,,
Bellicose Valklear Glory SKIN (Permanent),0.00,"2,470,000,000.00","-2,470,000,000.00", -Infinity,0.00,0.00,0.00,,
Rupture Valklear Glory SKIN (Permanent),0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Scythe Valklear Glory SKIN (Permanent),0.00,"649,777,700.00","-649,777,700.00", -Infinity,0.00,0.00,0.00,,
Stabber Valklear Glory SKIN (Permanent),0.00,"749,999,900.00","-749,999,900.00", -Infinity,0.00,0.00,0.00,,
Muninn Valklear Glory SKIN (Permanent),0.00,"700,000,000.00","-700,000,000.00", -Infinity,0.00,0.00,0.00,,
Vagabond Valklear Glory SKIN (Permanent),0.00,"490,000,000.00","-490,000,000.00", -Infinity,0.00,0.00,0.00,,
Broadsword Valklear Glory SKIN (Permanent),0.00,"990,000,000.00","-990,000,000.00", -Infinity,0.00,0.00,0.00,,
Scimitar Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Huginn Valklear Glory SKIN (Permanent),0.00,"895,000,000.00","-895,000,000.00", -Infinity,0.00,0.00,0.00,,
Rapier Valklear Glory SKIN (Permanent),0.00,"3,500,000,000.00","-3,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Cyclone Valklear Glory SKIN (Permanent),0.00,"2,199,999,000.00","-2,199,999,000.00", -Infinity,0.00,0.00,0.00,,
Hurricane Valklear Glory SKIN (Permanent),0.00,"99,108,000.00","-99,108,000.00", -Infinity,0.00,0.00,0.00,,
Tornado Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Claymore Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Maelstrom Valklear Glory SKIN (Permanent),0.00,"999,000,000.00","-999,000,000.00", -Infinity,0.00,0.00,0.00,,
Tempest Valklear Glory SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Typhoon Valklear Glory SKIN (Permanent),0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Panther Valklear Glory SKIN (Permanent),0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Vargur Valklear Glory SKIN (Permanent),0.00,"800,000,000.00","-800,000,000.00", -Infinity,0.00,0.00,0.00,,
Naglfar Valklear Glory SKIN (Permanent),0.00,"1,934,000,000.00","-1,934,000,000.00", -Infinity,0.00,0.00,0.00,,
Nidhoggur Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Hel Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Ragnarok Valklear Glory SKIN (Permanent),0.00,"4,000,000,000.00","-4,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Hoarder Valklear Glory SKIN (Permanent),0.00,"444,780,000.00","-444,780,000.00", -Infinity,0.00,0.00,0.00,,
Mammoth Valklear Glory SKIN (Permanent),0.00,"844,589,000.00","-844,589,000.00", -Infinity,0.00,0.00,0.00,,
Wreathe Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Prowler Valklear Glory SKIN (Permanent),0.00,"210,000,000.00","-210,000,000.00", -Infinity,0.00,0.00,0.00,,
Mastodon Valklear Glory SKIN (Permanent),0.00,"430,000,000.00","-430,000,000.00", -Infinity,0.00,0.00,0.00,,
Fenrir Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Nomad Valklear Glory SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Breacher Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Burst Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Probe Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Slasher Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Vigil Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Jaguar Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Wolf Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Cheetah Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Hound Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Hyena Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Claw Blue Tiger SKIN (Permanent),0.00,"1,500,000,000.00","-1,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Stiletto Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Talwar Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Thrasher Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Sabre Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Bellicose Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Rupture Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Scythe Blue Tiger SKIN (Permanent),0.00,"297,899,900.00","-297,899,900.00", -Infinity,0.00,0.00,0.00,,
Muninn Blue Tiger SKIN (Permanent),0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Vagabond Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Broadsword Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Scimitar Blue Tiger SKIN (Permanent),0.00,"950,000,000.00","-950,000,000.00", -Infinity,0.00,0.00,0.00,,
Huginn Blue Tiger SKIN (Permanent),0.00,"989,000,000.00","-989,000,000.00", -Infinity,0.00,0.00,0.00,,
Rapier Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Cyclone Blue Tiger SKIN (Permanent),0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Hurricane Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Tornado Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Claymore Blue Tiger SKIN (Permanent),0.00,"1,300,000,000.00","-1,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Sleipnir Blue Tiger SKIN (Permanent),0.00,"1,300,000,000.00","-1,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Maelstrom Blue Tiger SKIN (Permanent),0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Tempest Blue Tiger SKIN (Permanent),0.00,"7,500,000,000.00","-7,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Typhoon Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Panther Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Vargur Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Naglfar Blue Tiger SKIN (Permanent),0.00,"114,846,600.00","-114,846,600.00", -Infinity,0.00,0.00,0.00,,
Nidhoggur Blue Tiger SKIN (Permanent),0.00,"1,999,990,000.00","-1,999,990,000.00", -Infinity,0.00,0.00,0.00,,
Hel Blue Tiger SKIN (Permanent),0.00,"1,870,000,000.00","-1,870,000,000.00", -Infinity,0.00,0.00,0.00,,
Ragnarok Blue Tiger SKIN (Permanent),0.00,"2,790,000,000.00","-2,790,000,000.00", -Infinity,0.00,0.00,0.00,,
Hoarder Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Mammoth Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Wreathe Blue Tiger SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Prowler Blue Tiger SKIN (Permanent),0.00,"300,000,000.00","-300,000,000.00", -Infinity,0.00,0.00,0.00,,
Mastodon Blue Tiger SKIN (Permanent),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Fenrir Blue Tiger SKIN (Permanent),0.00,"1,500,000,000.00","-1,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Nomad Blue Tiger SKIN (Permanent),0.00,"2,399,989,000.00","-2,399,989,000.00", -Infinity,0.00,0.00,0.00,,
Sansha Victory SKIN (Permanent),0.00,"7,199,900,000.00","-7,199,900,000.00", -Infinity,0.00,0.00,0.00,,
Coalesced Element,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Executioner Blood Raiders SKIN (Permanent),0.00,"888,888,900.00","-888,888,900.00", -Infinity,0.00,0.00,0.00,,
Harbinger Blood Raiders SKIN (Permanent),0.00,"3,000,000,000.00","-3,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Omen Blood Raiders SKIN (Permanent),0.00,"2,999,999,000.00","-2,999,999,000.00", -Infinity,0.00,0.00,0.00,,
Coalesced Element Blueprint,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Structure Electromagnetic Sensor Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Structure Acceleration Coils Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Structure Advertisement Nexus Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Pharolux Cyno Beacon Blueprint,"6,000,000,000.00","6,000,000,000.00",0.00,0.00,3.00,0.00,0.00,,
Ansiblex Jump Gate Blueprint,"12,000,000,000.00","12,000,000,000.00",0.00,0.00,2.00,0.00,0.00,,
Astrahus Blueprint,"6,000,000,000.00","6,000,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Fortizar Blueprint,"70,000,000,000.00","70,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Keepstar Blueprint,"700,000,000,000.00","700,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Raitaru Blueprint,"4,000,000,000.00","4,000,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Azbel Blueprint,"25,000,000,000.00","25,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Sotiyo Blueprint,"100,000,000,000.00","100,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Athanor Blueprint,"5,500,000,000.00","5,500,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Tatara Blueprint,"40,000,000,000.00","40,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup Guided Bomb Launcher I Blueprint,"1,000,000,000.00","1,000,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Ballistic Control System I Blueprint,"60,000,000.00","60,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Market Hub I Blueprint,"7,000,000,000.00","5,900,000,000.00","1,100,000,000.00",15.71,0.00,0.00,0.00,,
Standup Cloning Center I Blueprint,"1,600,000,000.00","1,600,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Co-Processor Array I Blueprint,"60,000,000.00","60,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Point Defense Battery I Blueprint,"1,000,000,000.00","1,000,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Arcing Vorton Projector I Blueprint,"10,000,000,000.00","10,000,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup Reprocessing Facility I Blueprint,"160,000,000.00","160,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Moon Drill I Blueprint,"1,600,000,000.00","1,600,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Variable Spectrum ECM I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Heavy Energy Neutralizer I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Missile Guidance Enhancer I Blueprint,"60,000,000.00","60,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Anticapital Missile Launcher I Blueprint,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Multirole Missile Launcher I Blueprint,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Incursus Quafe SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Hyperion Quafe SKIN (Permanent),0.00,"2,950,000,000.00","-2,950,000,000.00", -Infinity,0.00,0.00,0.00,,
Thorax Quafe SKIN (Permanent),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup Reactor Control Unit I Blueprint,"60,000,000.00","60,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Remote Sensor Dampener I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Stasis Webifier I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Target Painter I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Weapon Disruptor I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup Focused Warp Disruptor I Blueprint,"200,000,000.00","200,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency I,0.00,"849,132,000.00","-849,132,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Basic Medium Ship Manufacturing Material Efficiency II,0.00,"1,600,000,000.00","-1,600,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Drone and Fighter Manufacturing Time Efficiency I,0.00,"888,827,000.00","-888,827,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Drone and Fighter Manufacturing Time Efficiency II,0.00,"1,880,000,000.00","-1,880,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Ammunition Manufacturing Time Efficiency I,0.00,"800,000,000.00","-800,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Ammunition Manufacturing Time Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Basic Large Ship Manufacturing Material Efficiency II,0.00,"1,863,000,000.00","-1,863,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Basic Medium Ship Manufacturing Time Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Basic Small Ship Manufacturing Material Efficiency I,0.00,"779,839,000.00","-779,839,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Basic Small Ship Manufacturing Material Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Drone and Fighter Manufacturing Material Efficiency I,"891,000,000.00","742,800,600.00","148,199,400.00",16.63,0.00,0.00,0.00,,
Standup M-Set Drone and Fighter Manufacturing Material Efficiency II,0.00,"1,876,900,000.00","-1,876,900,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Ammunition Manufacturing Material Efficiency II,0.00,"1,944,000,000.00","-1,944,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Equipment Manufacturing Time Efficiency I,0.00,"701,000,000.00","-701,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Equipment Manufacturing Time Efficiency II,0.00,"1,570,000,000.00","-1,570,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Basic Small Ship Manufacturing Time Efficiency I,0.00,"780,000,000.00","-780,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Basic Small Ship Manufacturing Time Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Ammunition Manufacturing Efficiency I,0.00,"5,700,000,000.00","-5,700,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Ammunition Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Basic Large Ship Manufacturing Efficiency I,0.00,"6,300,000,000.00","-6,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Basic Large Ship Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Advanced Large Ship Manufacturing Efficiency I,0.00,"6,989,000,000.00","-6,989,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Advanced Large Ship Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Equipment Manufacturing Efficiency I,0.00,"6,949,990,000.00","-6,949,990,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Equipment Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Capital Ship Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Capital Ship Manufacturing Efficiency I,0.00,"6,978,520,000.00","-6,978,520,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Advanced Component Manufacturing Efficiency I,0.00,"5,500,000,000.00","-5,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Advanced Component Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Equipment and Consumable Manufacturing Efficiency I,0.00,"62,900,000,000.00","-62,900,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup XL-Set Equipment and Consumable Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Ship Manufacturing Efficiency I,0.00,"62,000,000,000.00","-62,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup XL-Set Ship Manufacturing Efficiency II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Laboratory Optimization II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Laboratory Optimization I,0.00,"36,700,000,000.00","-36,700,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Missile Precision II,0.00,"3,990,000,000.00","-3,990,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Energy Neutralizer Projection II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Missile Projection II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Energy Neutralizer Economy I,0.00,"342,991,000.00","-342,991,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Energy Neutralizer Economy II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Electronic Warfare Projection II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Electronic Warfare Economy II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Structure Target Multiplexing I,0.00,"289,000,000.00","-289,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup M-Set Structure Target Multiplexing II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup M-Set Enhanced Targeting System II,0.00,"3,500,000,000.00","-3,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Missile Flight Processor I,0.00,"3,797,657,000.00","-3,797,657,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Missile Flight Processor II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Energy Neutralizer Feedback Control I,0.00,"4,476,801,000.00","-4,476,801,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Energy Neutralizer Feedback Control II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set EW Expert System I,0.00,"3,862,600,000.00","-3,862,600,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set EW Expert System II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Bomb Aimer I,0.00,"3,400,000,000.00","-3,400,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Bomb Aimer II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Point Defense Battery Control I,"4,700,000,000.00","3,892,640,000.00","807,359,700.00",17.18,0.00,0.00,0.00,,
Standup L-Set Point Defense Battery Control II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup L-Set Target Acquisition Array I,"5,888,889,000.00","4,438,206,000.00","1,450,683,000.00",24.63,0.00,0.00,0.00,,
Standup L-Set Target Acquisition Array II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Missile Fire Control Computer I,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Missile Fire Control Computer II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set EW and Emissions Co-ordinator I,0.00,"49,600,000,000.00","-49,600,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup XL-Set EW and Emissions Co-ordinator II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Standup XL-Set Extinction Level Weapons Suite I,0.00,"49,300,000,000.00","-49,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Standup XL-Set Extinction Level Weapons Suite II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Dread Guristas Rapid Torpedo Launcher,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Modulated Compact Quad Mega Pulse Laser,0.00,"123,500,000.00","-123,500,000.00", -Infinity,0.00,0.00,0.00,,
Dual Giga Beam Laser II,0.00,"285,888,000.00","-285,888,000.00", -Infinity,0.00,0.00,0.00,,
Triple Neutron Blaster Cannon II,"450,000,000.00","299,790,000.00","150,210,000.00",33.38,0.00,0.00,0.00,,
Regulated Compact Triple Neutron Blaster Cannon,0.00,"97,000,000.00","-97,000,000.00", -Infinity,0.00,0.00,0.00,,
Ion Siege Blaster II,"420,000,000.00","271,200,800.00","148,799,200.00",35.43,0.00,0.00,0.00,,
Dual 1000mm Railgun II,0.00,"202,040,000.00","-202,040,000.00", -Infinity,0.00,0.00,0.00,,
Compact Carbine Quad 800mm Repeating Cannon,0.00,"210,000,000.00","-210,000,000.00", -Infinity,0.00,0.00,0.00,,
Quad 3500mm Siege Artillery II,0.00,"235,611,000.00","-235,611,000.00", -Infinity,0.00,0.00,0.00,,
Standup L-Set Ammunition Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup XL-Set Equipment and Consumable Manufacturing Efficiency I Blueprint,"2,500,000,000.00","2,450,000,000.00","50,000,130.00",2.00,0.00,0.00,0.00,,
Standup L-Set Basic Large Ship Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup L-Set Advanced Large Ship Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup L-Set Advanced Component Manufacturing Efficiency I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Standup XL-Set Ship Manufacturing Efficiency I Blueprint,"2,500,000,000.00","2,500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup XL-Set Laboratory Optimization I Blueprint,"2,500,000,000.00","2,500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup XL-Set Structure and Component Manufacturing Efficiency I Blueprint,"2,500,000,000.00","2,500,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Missile Precision I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Missile Projection I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Energy Neutralizer Projection I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Energy Neutralizer Economy I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Electronic Warfare Projection I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
Standup M-Set Electronic Warfare Economy I Blueprint,"100,000,000.00","100,000,000.00",0.00,0.00,0.00,0.00,0.00,,
