ItemName,Price,BasePrice,Difference,ProfitMargin,AverageVolume,AverageDailyProfitPotential,PercentSoldInventory,,
Mid-grade Ascendancy Beta,"1,500,000.00","1,500,000.00",0.00,0.00,1.00,0.00,0.00,,
Mid-grade Ascendancy Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Mid-grade Ascendancy Epsilon,"16,000,000.00","16,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mid-grade Ascendancy Gamma,"32,000,000.00","32,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mid-grade Ascendancy Omega,0.00,"1,900,000,000.00","-1,900,000,000.00", -Infinity,0.00,0.00,0.00,,
Snowball,0.00,"4,500,000,000.00","-4,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Sodium Firework,"79,000,000.00","79,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Barium Firework,0.00,"8,137.12","-8,137.12", -Infinity,0.00,0.00,0.00,,
Copper Firework,0.00,"12,984.86","-12,984.86", -Infinity,0.00,0.00,0.00,,
Hull Tanking,"9,999.92","15,501.58","-5,501.66",-55.02,0.00,0.00,0.00,0,
Covert Research Tools,"9,999.92","7,499.96","2,499.96",25.00,0.00,0.00,0.00,,
Men's 'Humanitarian' T-shirt YC 115,0.00,"4,095.73","-4,095.73", -Infinity,0.00,0.00,0.00,,
Women's 'Humanitarian' T-shirt YC 115,0.00,"14,489.94","-14,489.94", -Infinity,0.00,0.00,0.00,,
Small Mobile 'Hybrid' Siphon Unit,"158,000,000.00","158,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Small Mobile 'Rote' Siphon Unit,"3,000,000.00","2,098,966.00","901,034.00",30.03,0.00,0.00,0.00,,
Amarr Encounter Surveillance System,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mobile Scan Inhibitor,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mobile Scan Inhibitor Blueprint,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mobile Micro Jump Unit,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Mobile Micro Jump Unit Blueprint,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Caldari Encounter Surveillance System,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Amarr 100K Bounty Reimbursement Tag ,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Caldari 100K Bounty Reimbursement Tag,"300,000,000.00","300,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Gallente 100K Bounty Reimbursement Tag,"200,473,400.00","200,473,400.00",0.00,0.00,1.00,0.00,0.00,,
Minmatar 100K Bounty Reimbursement Tag,"203,363,300.00","203,363,300.00",0.00,0.00,1.00,0.00,0.00,,
Amarr 10K Bounty Reimbursement Tag ,"213,949,900.00","213,949,900.00",0.00,0.00,1.00,0.00,0.00,,
Caldari 10K Bounty Reimbursement Tag,"200,013,400.00","200,013,400.00",0.00,0.00,1.00,0.00,0.00,,
Gallente 10K Bounty Reimbursement Tag,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Minmatar 10K Bounty Reimbursement Tag,"51,000,000.00","51,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Amarr 10M Bounty Reimbursement Tag ,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Gallente 10M Bounty Reimbursement Tag,"51,000,000.00","51,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Minmatar 10M Bounty Reimbursement Tag,"51,000,000.00","51,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Gallente Encounter Surveillance System,"30,000,000.00","30,000,000.00",0.00,0.00,1.00,0.00,0.08,,
Minmatar Encounter Surveillance System,"60,000,000.00","60,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Caldari 1M Bounty Reimbursement Tag,"55,000,000.00","55,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Rogue Drone 46-X Nexus Chip,0.00,"2,482,851,000.00","-2,482,851,000.00", -Infinity,0.00,0.00,0.00,,
Rogue Drone 43-X Nexus Chip,0.00,"350,000,000.00","-350,000,000.00", -Infinity,0.00,0.00,0.00,,
Rogue Drone 42-X Nexus Chip,0.00,"35,969,980.00","-35,969,980.00", -Infinity,0.00,0.00,0.00,,
Heavy Hull Maintenance Bot I,0.00,"298,000,000.00","-298,000,000.00", -Infinity,0.00,0.00,0.00,,
Heavy Hull Maintenance Bot I Blueprint,"500,000,000.00","500,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Whiptail,0.00,"228,000,000.00","-228,000,000.00", -Infinity,0.00,0.00,0.00,,
Chameleon,0.00,"238,996,400.00","-238,996,400.00", -Infinity,0.00,0.00,0.00,,
Gecko,0.00,"340,000,000.00","-340,000,000.00", -Infinity,0.00,0.00,0.00,,
Prospect,0.00,"200,000,000.00","-200,000,000.00", -Infinity,0.00,0.00,0.00,,
Medium Drone Operation,0.00,"270,016,400.00","-270,016,400.00", -Infinity,0.00,0.00,0.00,,
'Packrat' Mobile Tractor Unit,0.00,"260,170,300.00","-260,170,300.00", -Infinity,0.00,0.00,0.00,,
'Magpie' Mobile Tractor Unit,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Medium Hull Maintenance Bot I,0.00,"300,000,000.00","-300,000,000.00", -Infinity,0.00,0.00,0.00,,
Medium Hull Maintenance Bot I Blueprint,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Light Hull Maintenance Bot I,0.00,"300,000,000.00","-300,000,000.00", -Infinity,0.00,0.00,0.00,,
Light Hull Maintenance Bot I Blueprint,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Heavy Hull Maintenance Bot II,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Medium Hull Maintenance Bot II,0.00,"450,000,000.00","-450,000,000.00", -Infinity,0.00,0.00,0.00,,
Light Hull Maintenance Bot II,0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Mitral' Boots (black),0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (cream/gold),0.00,"791,000,000.00","-791,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Mitral' Boots (bronze),0.00,"964,000,000.00","-964,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Mitral' Boots (cream),0.00,"91,999,920.00","-91,999,920.00", -Infinity,0.00,0.00,0.00,,
Women's 'Mitral' Boots (dark blue),0.00,"58,049,960.00","-58,049,960.00", -Infinity,0.00,0.00,0.00,,
Women's 'Mitral' Boots (dark red),0.00,"170,000,000.00","-170,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (black),0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (blue),0.00,"800,000,000.00","-800,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (brown),0.00,"454,889,100.00","-454,889,100.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (beige),0.00,"999,740,000.00","-999,740,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (gray),0.00,"58,975,000.00","-58,975,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Corsair' Heels (red),"575,000,000.00","450,000,000.00","125,000,000.00",21.74,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (black/gold),0.00,"395,198,000.00","-395,198,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (brown/gold),0.00,"1,518,000,000.00","-1,518,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (blue/silver),0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (green/gold),0.00,"778,999,900.00","-778,999,900.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (red/gold),0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (olive/gold),0.00,"1,089,000,000.00","-1,089,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Sanctity' Dress (red/silver),0.00,"1,245,688,000.00","-1,245,688,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (glossy black),0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (black),0.00,"25,000,000.00","-25,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (blue),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Women's 'Rocket' Dress (copper),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Women's 'Rocket' Dress (dark grey),0.00,"285,963,100.00","-285,963,100.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (metal) ,0.00,"249,000,000.00","-249,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (green),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Women's 'Rocket' Dress (purple),0.00,"350,000,000.00","-350,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (red),"496,000,000.00","271,000,000.00","225,000,000.00",45.36,0.00,0.00,0.00,,
Women's 'Rocket' Dress (white),0.00,"184,000,000.00","-184,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Rocket' Dress (dark teal),"500,000,000.00","500,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Poise' Pants (glossy black),"250,000,000.00","250,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Poise' Pants (black),0.00,"42,000,000.00","-42,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (beige swirl),0.00,"139,000,000.00","-139,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (cream),0.00,"1,900,000,000.00","-1,900,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (dark green),0.00,"1,350,000,000.00","-1,350,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (dark swirl),0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (glossy bronze),0.00,"1,300,000,000.00","-1,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (blue),0.00,"588,000,000.00","-588,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (red),0.00,"499,989,000.00","-499,989,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Poise' Pants (glossy red),0.00,"348,899,000.00","-348,899,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Strut' Pants (black),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (blue),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (camo),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (matte gray),"5,000,000.00","5,000,000.00",0.00,0.00,2.00,0.00,0.00,,
Women's 'Strut' Pants (orange),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (red),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (red gloss),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'Strut' Pants (yellow gloss),"5,000,000.00","5,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'New Eden Open I' T-shirt YC 114,"20,000,000.00","20,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Women's 'New Eden Open II' T-shirt YC 116,0.00,"18,400,000.00","-18,400,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'New Eden Open I' T-shirt YC 114,0.00,"18,400,000.00","-18,400,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'New Eden Open II' T-shirt YC 116,"21,742,000.00","21,742,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'March' Boots (White),0.00,"64,498,870.00","-64,498,870.00", -Infinity,0.00,0.00,0.00,,
Men's 'March' Boots (Graphite),"43,484,000.00","43,484,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'March' Boots (Brown),0.00,"102,000,000.00","-102,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'March' Boots (Blue),0.00,"53,600,000.00","-53,600,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'March' Boots (Black),0.00,"53,600,000.00","-53,600,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Ascend' Boots (white/gold),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Ascend' Boots (royal),0.00,"16,999,980.00","-16,999,980.00", -Infinity,0.00,0.00,0.00,,
Men's 'Ascend' Boots (grey/silver),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Ascend' Boots (maroon/black),0.00,"60,000,000.00","-60,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Ascend' Boots (brown/gold),0.00,"102,000,000.00","-102,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Strider' Pants (monochrome),0.00,"116,500,000.00","-116,500,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Strider' Pants (green camo),0.00,"48,000,000.00","-48,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Strider' Pants (graphite),0.00,"60,000,000.00","-60,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Strider' Pants (dark red),"12,000,000.00","12,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'Strider' Pants (black),0.00,"180,000,000.00","-180,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Rider' Pants (white gold),0.00,"49,000,000.00","-49,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Rider' Pants (royal gold),"35,000,000.00","35,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'Rider' Pants (red gold),0.00,"49,000,000.00","-49,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Rider' Pants (reflective blue),"49,000,000.00","49,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'Rider' Pants (black silver),"49,000,000.00","49,000,000.00",0.00,0.00,1.00,0.00,0.00,,
Men's 'Impact' Jacket (monochrome),0.00,"89,344,450.00","-89,344,450.00", -Infinity,0.00,0.00,0.00,,
Men's 'Impact' Jacket (green camo),0.00,"2,888,999,000.00","-2,888,999,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Impact' Jacket (graphite),0.00,"4,000,000,000.00","-4,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Impact' Jacket (dark red),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Impact' Jacket (reflective blue),0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Curate' Coat (white gold),0.00,"1,100,000,000.00","-1,100,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Curate' Coat (royal gold),0.00,"730,000,000.00","-730,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Curate' Coat (red/gold),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Curate' Coat (dark bronze),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Curate' Coat (black/silver),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Men's 'Source' Coat (black),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Women's 'Source' Coat (silver),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Cybernetic 'Source' Subprocessor,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Neural 'Source' Boost,0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
New Eden Source,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Men's 'Quafe' T-shirt YC 116,0.00,"1,200,000,000.00","-1,200,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Quafe' T-shirt YC 116,0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Garmur,0.00,"1,300,000,000.00","-1,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Orthrus,0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Barghest,0.00,"1,200,000,000.00","-1,200,000,000.00", -Infinity,0.00,0.00,0.00,,
Omnidirectional Tracking Enhancer I,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Omnidirectional Tracking Enhancer I Blueprint,0.00,"900,000,000.00","-900,000,000.00", -Infinity,0.00,0.00,0.00,,
Omnidirectional Tracking Enhancer II,0.00,"497,000,000.00","-497,000,000.00", -Infinity,0.00,0.00,0.00,,
Sentient Omnidirectional Tracking Link,0.00,"2,200,000,000.00","-2,200,000,000.00", -Infinity,0.00,0.00,0.00,,
Sentient Omnidirectional Tracking Enhancer,0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Dread Guristas Omnidirectional Tracking Enhancer,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Imperial Navy Omnidirectional Tracking Enhancer,0.00,"796,000,000.00","-796,000,000.00", -Infinity,0.00,0.00,0.00,,
Unit D-34343's Modified Omnidirectional Tracking Enhancer,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Unit F-435454's Modified Omnidirectional Tracking Enhancer,0.00,"465,000,000.00","-465,000,000.00", -Infinity,0.00,0.00,0.00,,
Unit P-343554's Modified Omnidirectional Tracking Enhancer,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Unit W-634's Modified Omnidirectional Tracking Enhancer,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Federation Navy Drone Damage Amplifier,0.00,"498,999,900.00","-498,999,900.00", -Infinity,0.00,0.00,0.00,,
Imperial Navy Drone Damage Amplifier,0.00,"1,399,000,000.00","-1,399,000,000.00", -Infinity,0.00,0.00,0.00,,
Dread Guristas Drone Damage Amplifier,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Sentient Drone Damage Amplifier,0.00,"1,000,000,000.00","-1,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Federation Navy Drone Navigation Computer,0.00,"600,000,000.00","-600,000,000.00", -Infinity,0.00,0.00,0.00,,
Sentient Drone Navigation Computer,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Expedition Frigates,0.00,"97,800,000.00","-97,800,000.00", -Infinity,0.00,0.00,0.00,,
Thukker Component Assembly Array,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Small Transverse Bulkhead I,0.00,"994,996,000.00","-994,996,000.00", -Infinity,0.00,0.00,0.00,,
Small Transverse Bulkhead I Blueprint,0.00,"800,000,000.00","-800,000,000.00", -Infinity,0.00,0.00,0.00,,
Small Transverse Bulkhead II,0.00,"1,751,852,000.00","-1,751,852,000.00", -Infinity,0.00,0.00,0.00,,
Medium Transverse Bulkhead I,0.00,"500,000,000.00","-500,000,000.00", -Infinity,0.00,0.00,0.00,,
Medium Transverse Bulkhead I Blueprint,0.00,"877,000,000.00","-877,000,000.00", -Infinity,0.00,0.00,0.00,,
Medium Transverse Bulkhead II,0.00,"4,300,000,000.00","-4,300,000,000.00", -Infinity,0.00,0.00,0.00,,
Large Transverse Bulkhead I,0.00,"1,500,000,000.00","-1,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Large Transverse Bulkhead I Blueprint,0.00,"980,000,000.00","-980,000,000.00", -Infinity,0.00,0.00,0.00,,
Large Transverse Bulkhead II,0.00,"100,000,000.00","-100,000,000.00", -Infinity,0.00,0.00,0.00,,
Capital Transverse Bulkhead I,0.00,"2,000,000,000.00","-2,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Capital Transverse Bulkhead I Blueprint,0.00,"4,099,995,000.00","-4,099,995,000.00", -Infinity,0.00,0.00,0.00,,
Capital Transverse Bulkhead II,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Medium Micro Jump Drive,0.00,"59,969,990.00","-59,969,990.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Alpha,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Beta,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Delta,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Epsilon,0.00,"1,400,000,000.00","-1,400,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Gamma,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Centurion Omega,0.00,"5,000,000,000.00","-5,000,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Crystal Alpha,0.00,"2,200,000,000.00","-2,200,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Crystal Beta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Crystal Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Crystal Epsilon,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Crystal Gamma,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Crystal Omega,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Edge Alpha,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Edge Beta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Edge Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Edge Epsilon,"15,500,000.00","13,898,950.00","1,601,050.00",10.33,0.00,0.00,0.00,,
Low-grade Edge Gamma,0.00,"14,900,000.00","-14,900,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Edge Omega,0.00,"179,900,000.00","-179,900,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Halo Alpha,0.00,"11,888,880.00","-11,888,880.00", -Infinity,0.00,0.00,0.00,,
Low-grade Halo Beta,"42,500,000.00","18,000,000.00","24,500,000.00",57.65,0.00,0.00,0.00,,
Low-grade Halo Delta,0.00,"85,895,000.00","-85,895,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Halo Epsilon,0.00,"15,600,000.00","-15,600,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Halo Gamma,0.00,"38,000,000.00","-38,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Halo Omega,0.00,"37,000,000.00","-37,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Harvest Alpha,0.00,"38,748,000.00","-38,748,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Harvest Beta,"169,999,000.00","37,999,900.00","131,999,100.00",77.65,0.00,0.00,0.00,,
Low-grade Harvest Delta,0.00,"18,000,000.00","-18,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Harvest Epsilon,0.00,"19,800,000.00","-19,800,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Harvest Gamma,0.00,"18,999,900.00","-18,999,900.00", -Infinity,0.00,0.00,0.00,,
Low-grade Harvest Omega,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Nomad Alpha,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Nomad Beta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Nomad Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Nomad Epsilon,0.00,"68,999,600.00","-68,999,600.00", -Infinity,0.00,0.00,0.00,,
Low-grade Nomad Gamma,0.00,"2,400,000,000.00","-2,400,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Nomad Omega,0.00,"2,400,000,000.00","-2,400,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Slave Alpha,0.00,"289,000,000.00","-289,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Slave Beta,0.00,"150,000,000.00","-150,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Slave Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Slave Epsilon,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Slave Gamma,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Slave Omega,0.00,"998,999,000.00","-998,999,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Alpha,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Beta,0.00,"2,500,000,000.00","-2,500,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Delta,0.00,"350,000,000.00","-350,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Epsilon,0.00,"340,000,000.00","-340,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Gamma,0.00,"340,000,000.00","-340,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Snake Omega,0.00,"187,000,000.00","-187,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Talisman Alpha,0.00,"2,400,000,000.00","-2,400,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Talisman Beta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Talisman Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Talisman Epsilon,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Talisman Gamma,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Talisman Omega,0.00,"850,000,000.00","-850,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Virtue Alpha,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Virtue Beta,0.00,"800,000,000.00","-800,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Virtue Delta,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Virtue Epsilon,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Low-grade Virtue Gamma,0.00,"1,200,000,000.00","-1,200,000,000.00", -Infinity,0.00,0.00,0.00,,
Low-grade Virtue Omega,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Limited Hyperspatial Accelerator,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Experimental Hyperspatial Accelerator,0.00,"200,000,000.00","-200,000,000.00", -Infinity,0.00,0.00,0.00,,
Prototype Hyperspatial Accelerator,0.00,"174,000,000.00","-174,000,000.00", -Infinity,0.00,0.00,0.00,,
Guristas Data Sequence,0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
Women's 'Hover' Tights (black),0.00,"55,000,000.00","-55,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Vise' Cybernetic Arm (matte black left),0.00,"55,000,000.00","-55,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Vise' Cybernetic Arm (black and orange ringed left),0.00,"24,000,000.00","-24,000,000.00", -Infinity,0.00,0.00,0.00,,
Women's 'Vise' Cybernetic Arm (black ringed left),0.00,0.00,0.00, NaN,0.00,0.00,0.00,,
