ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Large Projectile Metastasis Adjuster I,Metropolis,Jita,1995063,866996.6,1128066,56.5429,2,3,113.0858,3384199
Large Projectile Metastasis Adjuster I Blueprint,Metropolis,Jita,1250000,1250000,0,0,2,2,0,0
Large Projectile Burst Aerator I,Metropolis,Jita,3980173,1699999,2280174,57.28831,1,1,57.28831,2280174
Large Projectile Burst Aerator I Blueprint,Metropolis,Jita,1250000,1250000,0,0,2,1,0,0
Large Projectile Collision Accelerator I,Metropolis,Jita,2094998,1999990,95007.5,4.53497,2,1,4.53497,190015
Large Projectile Collision Accelerator I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Dynamic Fuel Valve I,Metropolis,Jita,2E+07,1350000,1.865E+07,93.25,3,1,186.5,5.595E+07
Large Dynamic Fuel Valve I Blueprint,Metropolis,Jita,1250000,1200000,50000,4,1,1,4,50000
Large Low Friction Nozzle Joints I,Metropolis,Jita,8990495,4997765,3992731,44.41058,1,14,310.874,5.589823E+07
Large Low Friction Nozzle Joints I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Auxiliary Thrusters I,Metropolis,Jita,5890495,5297990,592505,10.05866,2,5,30.17599,2962525
Large Auxiliary Thrusters I Blueprint,Metropolis,Jita,1250000,2019422,769422,38.1011,1,1,38.1011,769422
Large Engine Thermal Shielding I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Warp Core Optimizer I,Metropolis,Jita,5999995,500000.1,5499995,91.66666,1,3,183.3333,1.649999E+07
Large Warp Core Optimizer I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Hyperspatial Velocity Optimizer I,Metropolis,Jita,9389420,6978872,2410548,25.67302,1,71,924.2288,1.711489E+08
Large Hyperspatial Velocity Optimizer I Blueprint,Metropolis,Jita,1250000,1666533,416533.3,24.994,1,1,24.994,416533.3
Large Polycarbon Engine Housing I,Metropolis,Jita,1980000,1724963,255036.8,12.88064,2,12,90.16451,3060441
Large Polycarbon Engine Housing I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Cargohold Optimization I,Metropolis,Jita,1960174,1388737,571437.1,29.15237,2,26,408.1331,1.485737E+07
Large Cargohold Optimization I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Anti-EM Screen Reinforcer I,Metropolis,Jita,990670,363125.6,627544.4,63.34545,1,39,1266.909,2.447423E+07
Large Anti-EM Screen Reinforcer I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Anti-Explosive Screen Reinforcer I,Metropolis,Jita,990670,380000,610670,61.64212,1,3,123.2842,1832010
Large Anti-Explosive Screen Reinforcer I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Anti-Kinetic Screen Reinforcer I,Metropolis,Jita,1890670,315990.8,1574679,83.28683,3,4,249.8605,6298717
Large Anti-Kinetic Screen Reinforcer I Blueprint,Metropolis,Jita,1250000,1111111,138889,11.11112,1,1,11.11112,138889
Large Anti-Thermal Screen Reinforcer I,Metropolis,Jita,435060,298265.8,136794.2,31.4426,2,29,471.6389,3967031
Large Anti-Thermal Screen Reinforcer I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Core Defense Field Purger I,Metropolis,Jita,9599667,8272021,1327646,13.83013,3,41,304.2628,5.443349E+07
Large Core Defense Field Purger I Blueprint,Metropolis,Jita,1250000,1250000,0,0,2,1,0,0
Large Core Defense Operational Solidifier I,Metropolis,Jita,8493000,9999999,1506999,15.06999,3,3,45.20997,4520997
Large Core Defense Operational Solidifier I Blueprint,Metropolis,Jita,1250000,6438514,5188514,80.58558,1,5,241.7567,2.594257E+07
Large Core Defense Field Extender I,Metropolis,Jita,9048138,9214758,166620,1.808186,10,97,95.83388,1.616214E+07
Large Core Defense Field Extender I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Core Defense Charge Economizer I,Metropolis,Jita,609999,329995,280004,45.90237,2,1,45.90237,560008
Large Core Defense Charge Economizer I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Targeting Systems Stabilizer I Blueprint,Metropolis,Jita,1250000,2250000,1000000,44.44444,1,1,44.44444,1000000
Large Targeting System Subcontroller I,Metropolis,Jita,6990484,5089965,1900519,27.18723,1,2,27.18723,3801038
Large Targeting System Subcontroller I Blueprint,Metropolis,Jita,1250000,1250000,0,0,2,1,0,0
Large Ionic Field Projector I,Metropolis,Jita,7990484,4999981,2990504,37.42581,1,4,74.85162,1.196201E+07
Large Ionic Field Projector I Blueprint,Metropolis,Jita,1250000,1250000,0,0,2,1,0,0
Large Signal Focusing Kit I Blueprint,Metropolis,Jita,1250000,2250000,1000000,44.44444,1,1,44.44444,1000000
Large Particle Dispersion Augmentor I,Metropolis,Jita,1199995,949956.9,250038.1,20.83659,1,1,20.83659,250038.1
Large Particle Dispersion Augmentor I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Particle Dispersion Projector I,Metropolis,Jita,1680780,649995.6,1030784,61.32774,1,10,306.6387,1.030784E+07
Large Particle Dispersion Projector I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Inverted Signal Field Projector I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Large Tracking Diagnostic Subroutines I Blueprint,Metropolis,Jita,1250000,1250000,0,0,1,1,0,0
Drug Manufacturing,Metropolis,Jita,3.3E+07,1.849268E+07,1.450732E+07,43.96157,1,18,395.6541,2.611317E+08
Jury Rigging,Metropolis,Jita,61000,507.96,60492.04,99.16727,4,129,6545.04,7803473
Armor Rigging,Metropolis,Jita,218295.9,49970.62,168325.3,77.10877,4,44,1850.611,7406314
Astronautics Rigging,Metropolis,Jita,125000,39747.18,85252.82,68.20226,5,35,1364.045,2983849
Drones Rigging,Metropolis,Jita,250000,70103.94,179896.1,71.95843,2,74,2734.42,1.331231E+07
Electronic Superiority Rigging,Metropolis,Jita,250000,37169.24,212830.8,85.13231,2,47,2043.175,1.000305E+07
Projectile Weapon Rigging,Metropolis,Jita,111561.5,181411.8,69850.27,38.50371,2,34,693.0668,2374909
Energy Weapon Rigging,Metropolis,Jita,75005,159151.5,84146.52,52.87195,2,33,898.8232,2776835
Hybrid Weapon Rigging,Metropolis,Jita,250000,145408.4,104591.6,41.83664,1,60,1255.099,6275497
Launcher Rigging,Metropolis,Jita,250000,36677.57,213322.4,85.32897,1,47,2047.895,1.002616E+07
Shield Rigging,Metropolis,Jita,250000,985351.5,735351.5,74.62834,2,35,1343.31,2.57373E+07
Large Anti-EM Pump II,Metropolis,Jita,1.94443E+08,1.571999E+08,3.724314E+07,19.15376,1,2,19.15376,7.448627E+07
Large Anti-Explosive Pump II,Metropolis,Jita,1.7305E+08,1.727219E+08,328112,0.1896053,2,4,0.568816,1312448
Large Anti-Kinetic Pump II,Metropolis,Jita,1.69992E+08,1.74E+08,4008000,2.303448,5,1,6.910345,2.004E+07
Large Anti-Thermal Pump II,Metropolis,Jita,2.99999E+08,1.627913E+08,1.372077E+08,45.73606,1,1,45.73606,1.372077E+08
Large Auxiliary Nano Pump II,Metropolis,Jita,1.79999E+08,1.898884E+08,9889376,5.207994,1,9,26.03997,8.900438E+07
Large Nanobot Accelerator II,Metropolis,Jita,1.90871E+08,1.77519E+08,1.335198E+07,6.995292,4,6,34.97646,8.01119E+07
Large Remote Repair Augmentor II,Metropolis,Jita,2.9999E+08,1.949699E+08,1.050201E+08,35.00788,2,4,105.0236,4.200806E+08
Large Salvage Tackle II,Metropolis,Jita,2.95E+08,2.25E+08,7E+07,23.72881,1,1,23.72881,7E+07
Large Trimark Armor Pump II,Metropolis,Jita,1.99999E+08,1.702715E+08,2.972747E+07,14.86381,3,25,208.0934,7.431868E+08
Large Cargohold Optimization II,Metropolis,Jita,5.17E+07,3.219999E+07,1.950001E+07,37.71763,2,9,188.5881,1.755001E+08
Large Dynamic Fuel Valve II,Metropolis,Jita,4.5E+07,1.549E+07,2.951E+07,65.57777,1,2,65.57777,5.902E+07
Large Engine Thermal Shielding II,Metropolis,Jita,4E+07,2E+07,2E+07,50,1,3,100,6E+07
Large Low Friction Nozzle Joints II,Metropolis,Jita,9.9996E+07,3.31069E+07,6.68891E+07,66.89178,3,6,267.5671,4.013346E+08
Large Polycarbon Engine Housing II,Metropolis,Jita,8E+07,3.377442E+07,4.622558E+07,57.78197,1,1,57.78197,4.622558E+07
Large Auxiliary Thrusters II,Metropolis,Jita,6.899998E+07,3.799999E+07,3.099999E+07,44.92754,1,6,134.7826,1.86E+08
Large Warp Core Optimizer II,Metropolis,Jita,1.45E+08,4.4765E+07,1.00235E+08,69.12759,1,1,69.12759,1.00235E+08
Large Hyperspatial Velocity Optimizer II,Metropolis,Jita,6.4024E+07,4.74949E+07,1.65291E+07,25.81703,2,31,413.0725,5.12402E+08
Large Drone Control Range Augmentor II,Metropolis,Jita,2.45E+08,9.36E+07,1.514E+08,61.79592,1,1,61.79592,1.514E+08
Large Drone Durability Enhancer II,Metropolis,Jita,1.85499E+08,1.28997E+08,5.650202E+07,30.45947,1,2,30.45947,1.13004E+08
Large Drone Mining Augmentor II,Metropolis,Jita,1.524E+08,1.236369E+08,2.876315E+07,18.87346,5,58,585.0771,1.668263E+09
Large Drone Repair Augmentor II,Metropolis,Jita,1.25E+08,7.4995E+07,5.0005E+07,40.004,1,2,40.004,1.0001E+08
Large Drone Scope Chip II,Metropolis,Jita,1.5E+08,7.199799E+07,7.800201E+07,52.00134,1,4,104.0027,3.12008E+08
Large Drone Speed Augmentor II,Metropolis,Jita,2.25E+08,1.365E+08,8.85E+07,39.33333,1,1,39.33333,8.85E+07
Large Sentry Damage Augmentor II,Metropolis,Jita,2.111111E+08,1.418292E+08,6.928192E+07,32.81775,1,6,98.45326,4.156915E+08
Large Emission Scope Sharpener II,Metropolis,Jita,2.45E+07,7999999,1.65E+07,67.34694,1,3,134.6939,4.95E+07
Large Signal Disruption Amplifier II,Metropolis,Jita,9000000,3.44999E+07,2.54999E+07,73.91296,1,2,73.91296,5.099979E+07
Large Memetic Algorithm Bank II,Metropolis,Jita,100000,1.599691E+07,1.589691E+07,99.37488,1,1,99.37488,1.589691E+07
Large Liquid Cooled Electronics II,Metropolis,Jita,2.1E+07,300000,2.07E+07,98.57143,1,4,197.1429,8.28E+07
Large Gravity Capacitor Upgrade II,Metropolis,Jita,3.5E+07,1.195E+07,2.305E+07,65.85714,1,1,65.85714,2.305E+07
Large Particle Dispersion Augmentor II,Metropolis,Jita,4.499995E+07,1.506594E+07,2.993401E+07,66.5201,1,3,133.0402,8.980202E+07
Large Ionic Field Projector II,Metropolis,Jita,4.2E+07,2.8E+07,1.4E+07,33.33333,2,1,33.33333,2.8E+07
Large Particle Dispersion Projector II,Metropolis,Jita,2E+07,2.739996E+07,7399964,27.0072,2,1,27.0072,1.479993E+07
Large Targeting System Subcontroller II,Metropolis,Jita,9.5E+07,3.999466E+07,5.500534E+07,57.90035,1,1,57.90035,5.500534E+07
Large Egress Port Maximizer II,Metropolis,Jita,3.346E+07,2.346696E+07,9993044,29.86564,2,41,627.1785,4.097148E+08
Large Ancillary Current Router II,Metropolis,Jita,2500000,9.182758E+07,8.932758E+07,97.2775,1,11,583.665,9.826033E+08
Large Powergrid Subroutine Maximizer II,Metropolis,Jita,4.5E+07,9000000,3.6E+07,80,1,1,80,3.6E+07
Large Capacitor Control Circuit II,Metropolis,Jita,3.7996E+07,3.18E+07,6196002,16.30699,1,135,1108.875,8.364603E+08
Large Semiconductor Memory Cell II,Metropolis,Jita,1.40708E+08,6.148937E+07,7.921862E+07,56.30001,2,13,394.1001,1.029842E+09
Large Energy Discharge Elutriation II,Metropolis,Jita,3900000,3333331,566669.3,14.52998,4,1,29.05996,2266677
Large Energy Burst Aerator II,Metropolis,Jita,2.449899E+07,1.098512E+07,1.351387E+07,55.16093,3,2,110.3219,4.05416E+07
Large Energy Collision Accelerator II,Metropolis,Jita,1.75E+07,9469967,8030031,45.88589,1,2,45.88589,1.606006E+07
Large Energy Ambit Extension II,Metropolis,Jita,4433568,3358771,1074797,24.24226,1,1,24.24226,1074797
Large Energy Locus Coordinator II,Metropolis,Jita,3.499999E+07,4786988,3.0213E+07,86.32288,3,3,258.9687,9.0639E+07
Large Energy Metastasis Adjuster II,Metropolis,Jita,2.349898E+07,3200000,2.029898E+07,86.38239,1,1,86.38239,2.029898E+07
Large Hybrid Discharge Elutriation II,Metropolis,Jita,3E+07,6999995,2.3E+07,76.66668,1,1,76.66668,2.3E+07
Large Hybrid Burst Aerator II,Metropolis,Jita,3.499996E+07,1.000997E+07,2.498999E+07,71.40005,2,1,71.40005,4.997998E+07
Large Hybrid Collision Accelerator II,Metropolis,Jita,5.999999E+07,8660569,5.133942E+07,85.56572,1,1,85.56572,5.133942E+07
Large Algid Hybrid Administrations Unit II,Metropolis,Jita,2E+07,1.319874E+07,6801258,34.00629,1,1,34.00629,6801258
Large Hybrid Ambit Extension II,Metropolis,Jita,3.2E+07,1.6E+07,1.6E+07,50.00001,1,1,50.00001,1.6E+07
Large Hybrid Locus Coordinator II,Metropolis,Jita,1.98E+07,5899000,1.3901E+07,70.20707,1,1,70.20707,1.3901E+07
Large Hybrid Metastasis Adjuster II,Metropolis,Jita,1.88E+07,9478013,9321985,49.58503,2,3,99.17007,2.796596E+07
Large Bay Loading Accelerator II,Metropolis,Jita,8.955098E+07,4.02577E+07,4.929328E+07,55.04493,1,6,165.1348,2.957597E+08
Large Warhead Flare Catalyst II,Metropolis,Jita,7.1499E+07,3.516822E+07,3.633078E+07,50.81299,1,5,152.439,1.816539E+08
Large Warhead Rigor Catalyst II,Metropolis,Jita,9.909999E+07,4.158704E+07,5.751295E+07,58.03527,1,18,522.3174,1.035233E+09
Large Hydraulic Bay Thrusters II,Metropolis,Jita,8.799999E+07,5.899999E+07,2.9E+07,32.95455,1,29,494.3182,8.41E+08
Large Rocket Fuel Cache Partition II,Metropolis,Jita,9.5E+07,4.397698E+07,5.102302E+07,53.70844,1,3,107.4169,1.530691E+08
Large Warhead Calefaction Catalyst II,Metropolis,Jita,6.996299E+07,4.32998E+07,2.666319E+07,38.11042,1,3,76.22083,7.998957E+07
Large Projectile Collision Accelerator II,Metropolis,Jita,6.498897E+07,2.3E+07,4.198897E+07,64.60938,1,1,64.60938,4.198897E+07
Large Projectile Ambit Extension II,Metropolis,Jita,4.484E+07,2.688883E+07,1.795117E+07,40.03382,1,1,40.03382,1.795117E+07
Large Projectile Burst Aerator II,Metropolis,Jita,3.74E+07,4.099999E+07,3599988,8.780461,1,2,8.780461,7199976
Large Projectile Locus Coordinator II,Metropolis,Jita,3.996979E+07,2.39E+07,1.606979E+07,40.20484,1,1,40.20484,1.606979E+07
Large Projectile Metastasis Adjuster II,Metropolis,Jita,4.798784E+07,2.121013E+07,2.677771E+07,55.80103,1,1,55.80103,2.677771E+07
Large Anti-EM Screen Reinforcer II,Metropolis,Jita,1.8797E+07,1.223689E+07,6560110,34.89977,3,64,1151.693,4.19847E+08
Large Anti-Explosive Screen Reinforcer II,Metropolis,Jita,2.457891E+07,1.12E+07,1.337891E+07,54.43248,1,1,54.43248,1.337891E+07
Large Anti-Kinetic Screen Reinforcer II,Metropolis,Jita,3.5E+07,1.241353E+07,2.258648E+07,64.53279,1,6,193.5984,1.355188E+08
Large Anti-Thermal Screen Reinforcer II,Metropolis,Jita,2.1049E+07,1.431373E+07,6735267,31.99804,1,41,671.9588,2.76146E+08
Large Core Defense Capacitor Safeguard II,Metropolis,Jita,2.04E+07,9488571,1.091143E+07,53.4874,1,4,106.9748,4.364572E+07
Large Core Defense Charge Economizer II,Metropolis,Jita,7.774757E+07,1.1E+07,6.674757E+07,85.85165,1,1,85.85165,6.674757E+07
Large Core Defense Field Extender II,Metropolis,Jita,1.333565E+08,1.234352E+08,9921288,7.439673,4,65,252.9489,6.448837E+08
Large Core Defense Field Purger II,Metropolis,Jita,1.38996E+08,1.357239E+08,3272064,2.354071,2,15,18.83257,4.908096E+07
Large Core Defense Operational Solidifier II,Metropolis,Jita,1000000,1.194235E+08,1.184235E+08,99.16264,1,1,99.16264,1.184235E+08
Heavy Assault Missile Launcher I Blueprint,Metropolis,Jita,300000,333119.4,33119.41,9.942203,1,9,49.71101,298074.7
Mjolnir Heavy Assault Missile Blueprint,Metropolis,Jita,600000,562307.7,37692.31,6.282052,2,13,43.97437,490000.1
Inferno Heavy Assault Missile Blueprint,Metropolis,Jita,600000,600000,0,0,2,7,0,0
Scourge Heavy Assault Missile Blueprint,Metropolis,Jita,600000,600000,0,0,2,12,0,0
Mobile Large Warp Disruptor II,Metropolis,Jita,2.275E+07,2.431328E+07,1563276,6.429722,20,54,237.8997,8.44169E+07
Mobile Medium Warp Disruptor II,Metropolis,Jita,9878289,8454478,1423811,14.41354,1,48,345.9249,6.834293E+07
Mobile Small Warp Disruptor II,Metropolis,Jita,5899999,3518754,2381246,40.3601,1,18,363.2409,4.286242E+07
Fedo,Metropolis,Jita,4500000,4981492,481491.5,9.665609,1,68,328.6307,3.274142E+07
Small Remote Armor Repairer II,Metropolis,Jita,2981992,1830000,1151992,38.63163,3,152,2974.635,1.751028E+08
Medium Remote Armor Repairer II,Metropolis,Jita,3696990,1819609,1877381,50.78133,2,88,2285.16,1.652095E+08
Large Remote Armor Repairer II,Metropolis,Jita,5999955,2599595,3400360,56.67309,4,309,8841.002,1.050711E+09
Small Processor Overclocking Unit I,Metropolis,Jita,107172.4,90874.93,16297.43,15.20675,29,872,6843.036,1.421136E+07
Small Processor Overclocking Unit I Blueprint,Metropolis,Jita,125000,125000,0,0,1,3,0,0
Small Processor Overclocking Unit II,Metropolis,Jita,3523089,2650000,873089.3,24.78193,10,570,7186.758,4.976609E+08
Civilian Data Analyzer Blueprint,Metropolis,Jita,20000,19999.99,0.009765625,4.882813E-05,1,1,4.882813E-05,0.009765625
Capital Auxiliary Nano Pump I,Metropolis,Jita,9E+07,5.473684E+07,3.526316E+07,39.18129,1,19,391.8129,6.700001E+08
Small Remote Repair Augmentor I,Metropolis,Jita,383000,411123.6,28123.63,6.840673,1,16,54.72539,449978
Small Remote Repair Augmentor I Blueprint,Metropolis,Jita,1250000,495000,755000,60.4,1,3,120.8,2265000
Inherent Implants 'Noble' Repair Systems RS-601,Metropolis,Jita,818000,246000,571999.9,69.92664,1,2,69.92664,1144000
Inherent Implants 'Noble' Remote Armor Repair Systems RA-701,Metropolis,Jita,1E+07,1015000,8985000,89.85,1,1,89.85,8985000
Inherent Implants 'Noble' Mechanic MC-801,Metropolis,Jita,1500000,889989.1,610010.9,40.66739,1,5,122.0022,3050055
Inherent Implants 'Noble' Repair Proficiency RP-901,Metropolis,Jita,1500000,809979.8,690020.3,46.00135,1,2,46.00135,1380041
Inherent Implants 'Noble' Hull Upgrades HG-1001,Metropolis,Jita,200000,936998.9,736998.9,78.65526,5,22,1022.518,1.621398E+07
Eifyr and Co. 'Gunslinger' Motion Prediction MR-701,Metropolis,Jita,4000000,1856000,2144000,53.6,1,3,107.2,6432000
Zainou 'Deadeye' Sharpshooter ST-901,Metropolis,Jita,1200000,1275453,75453.25,5.9158,1,1,5.9158,75453.25
Inherent Implants 'Lancer' Gunnery RF-901,Metropolis,Jita,2900000,280000.5,2620000,90.34481,1,15,722.7585,3.929999E+07
Zainou 'Deadeye' Trajectory Analysis TA-701,Metropolis,Jita,1400000,1000003,399996.7,28.57119,4,5,114.2848,1999984
Inherent Implants 'Lancer' Controlled Bursts CB-701,Metropolis,Jita,1399999,799673.3,600325.7,42.88044,1,1,42.88044,600325.7
Zainou 'Gnome' Weapon Upgrades WU-1001,Metropolis,Jita,9000000,499900,8500100,94.44556,1,2,94.44556,1.70002E+07
Eifyr and Co. 'Gunslinger' Surgical Strike SS-901,Metropolis,Jita,3000000,893793.3,2106207,70.20689,1,7,280.8276,1.474345E+07
Inherent Implants 'Lancer' Small Energy Turret SE-601,Metropolis,Jita,750000,720000,30000,4,5,3,16,150000
Eifyr and Co. 'Gunslinger' Small Projectile Turret SP-601,Metropolis,Jita,200000,733999,533999.1,72.75201,5,1,218.256,2669995
Inherent Implants 'Lancer' Medium Energy Turret ME-801,Metropolis,Jita,1500000,888881,611119,40.74127,1,2,40.74127,1222238
Zainou 'Deadeye' Medium Hybrid Turret MH-801,Metropolis,Jita,800000,917312,117312,12.78867,1,3,25.57734,351936
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-801,Metropolis,Jita,4250000,475900,3774100,88.80235,1,1,88.80235,3774100
Inherent Implants 'Lancer' Large Energy Turret LE-1001,Metropolis,Jita,2000000,737999,1262001,63.10005,1,1,63.10005,1262001
Zainou 'Deadeye' Large Hybrid Turret LH-1001,Metropolis,Jita,200000,55000,145000,72.5,1,19,725,2755000
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1001,Metropolis,Jita,166999,273499.6,106500.6,38.93995,2,4,116.8199,426002.5
Zainou 'Gnome' Launcher CPU Efficiency LE-601,Metropolis,Jita,1E+07,800968.6,9199031,91.99031,1,3,183.9806,2.759709E+07
Zainou 'Deadeye' Missile Bombardment MB-701,Metropolis,Jita,200000,1000000,800000,80,1,1,80,800000
Zainou 'Deadeye' Missile Projection MP-701,Metropolis,Jita,200000,737620,537620,72.88577,1,6,218.6573,3225720
Zainou 'Deadeye' Guided Missile Precision GP-801,Metropolis,Jita,999998,793982.8,206015.2,20.60156,1,10,103.0078,2060152
Zainou 'Deadeye' Rapid Launch RL-1001,Metropolis,Jita,1100000,824996.1,275003.6,25.00034,1,14,175.0023,3850051
Eifyr and Co. 'Rogue' Navigation NN-601,Metropolis,Jita,1000000,728665.4,271334.6,27.13346,1,12,162.8008,3256015
Eifyr and Co. 'Rogue' Fuel Conservation FC-801,Metropolis,Jita,986000,361567,624433,63.32992,1,4,126.6598,2497732
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-701,Metropolis,Jita,200000,907044.7,707044.7,77.95037,1,17,701.5533,1.201976E+07
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-901,Metropolis,Jita,1633000,971954.2,661045.8,40.48045,1,1,40.48045,661045.8
Eifyr and Co. 'Rogue' Acceleration Control AC-601,Metropolis,Jita,2200000,460545.1,1739455,79.06613,1,11,474.3968,1.9134E+07
Inherent Implants 'Highwall' Mining MX-1001,Metropolis,Jita,3367970,544400,2823570,83.83596,1,5,251.5079,1.411785E+07
Inherent Implants 'Yeti' Ice Harvesting IH-1001,Metropolis,Jita,1700000,300000,1400000,82.35294,1,1,82.35294,1400000
Zainou 'Gnome' Shield Upgrades SU-601,Metropolis,Jita,2500000,638876,1861124,74.44496,1,3,148.8899,5583372
Zainou 'Gnome' Shield Management SM-701,Metropolis,Jita,52000,995988.9,943988.9,94.77906,1,6,284.3372,5663934
Zainou 'Gnome' Shield Operation SP-901,Metropolis,Jita,650000,1090000,440000,40.36697,1,13,282.5688,5720000
Zainou 'Snapshot' Light Missiles LM-903,Metropolis,Jita,2.615E+07,2.516944E+07,980562,3.749759,1,85,161.2396,8.334777E+07
Zainou 'Snapshot' Heavy Assault Missiles AM-703,Metropolis,Jita,2.55E+07,1.92443E+07,6255698,24.53215,1,54,662.368,3.378077E+08
Eifyr and Co. 'Rogue' Afterburner AB-602,Metropolis,Jita,200000,400000,200000,50,1,1,50,200000
Eifyr and Co. 'Rogue' Warp Drive Operation WD-610,Metropolis,Jita,1.2E+08,1.4299E+08,2.298998E+07,16.07804,1,1,16.07804,2.298998E+07
Eifyr and Co. 'Rogue' Warp Drive Operation WD-602,Metropolis,Jita,740000,88999,651001,87.97311,10,1,439.8655,6510010
Eifyr and Co. 'Rogue' Warp Drive Speed WS-615,Metropolis,Jita,2.6E+08,1.982693E+08,6.173067E+07,23.74257,1,18,213.6831,1.111152E+09
Eifyr and Co. 'Rogue' Warp Drive Speed WS-605,Metropolis,Jita,3750000,697777.6,3052223,81.3926,1,33,1383.674,1.007233E+08
Inherent Implants 'Squire' Capacitor Management EM-805,Metropolis,Jita,1.92E+08,1.184002E+08,7.359978E+07,38.33322,1,129,2491.659,9.494371E+09
Inherent Implants 'Squire' Capacitor Management EM-801,Metropolis,Jita,2199999,944441.3,1255558,57.07083,1,27,798.9916,3.390006E+07
Inherent Implants 'Squire' Capacitor Systems Operation EO-605,Metropolis,Jita,1.8E+08,1.361418E+08,4.385819E+07,24.36566,1,13,170.5596,5.701565E+08
Inherent Implants 'Squire' Capacitor Systems Operation EO-601,Metropolis,Jita,200000,991666.6,791666.6,79.83193,3,24,1037.815,1.9E+07
Inherent Implants 'Squire' Capacitor Emission Systems ES-701,Metropolis,Jita,1.2899E+07,614375,1.228463E+07,95.23704,1,16,761.8963,1.96554E+08
Inherent Implants 'Squire' Capacitor Emission Systems ES-705,Metropolis,Jita,1.020067E+08,1.362591E+08,3.425242E+07,25.13771,3,3,75.41313,1.027572E+08
Inherent Implants 'Squire' Energy Grid Upgrades EU-705,Metropolis,Jita,2.35E+08,1.2048E+08,1.1452E+08,48.73193,1,5,146.1958,5.726002E+08
Inherent Implants 'Squire' Energy Grid Upgrades EU-701,Metropolis,Jita,700000,583080.4,116919.6,16.7028,1,13,116.9196,1519954
Inherent Implants 'Squire' Power Grid Management EG-605,Metropolis,Jita,2.5E+08,1.287562E+08,1.212438E+08,48.49752,1,12,290.9851,1.454926E+09
Inherent Implants 'Squire' Power Grid Management EG-601,Metropolis,Jita,1249748,890000,359748.3,28.78566,2,231,3339.136,8.310185E+07
Zainou 'Gypsy' Electronics Upgrades EU-605,Metropolis,Jita,1.8445E+08,1.0952E+08,7.493001E+07,40.62348,2,5,121.8704,3.7465E+08
Zainou 'Gypsy' Electronics Upgrades EU-601,Metropolis,Jita,200000,268249.5,68249.5,25.44254,1,4,50.88509,272998
Zainou 'Gypsy' Signature Analysis SA-705,Metropolis,Jita,1.8E+08,1.53333E+08,2.666701E+07,14.815,1,3,29.63001,8.000102E+07
Zainou 'Gypsy' Signature Analysis SA-701,Metropolis,Jita,1000000,1105400,105400,9.53501,1,5,28.60503,527000
Zainou 'Gypsy' CPU Management EE-605,Metropolis,Jita,1.5999E+08,1.188335E+08,4.115654E+07,25.72444,1,10,128.6222,4.115654E+08
Zainou 'Gypsy' CPU Management EE-601,Metropolis,Jita,1288782,999999,288783.4,22.40746,1,205,2307.968,5.920059E+07
Eifyr and Co. 'Alchemist' Biology BY-805,Metropolis,Jita,3.1E+07,1.97E+07,1.13E+07,36.45161,1,1,36.45161,1.13E+07
Eifyr and Co. 'Alchemist' Biology BY-810,Metropolis,Jita,2.5E+08,1.5E+08,1E+08,40.00001,1,1,40.00001,1E+08
Inherent Implants 'Highwall' Mining Upgrades MU-1003,Metropolis,Jita,5000000,1.100018E+07,6000183,54.54621,3,5,218.1848,3.000092E+07
Inherent Implants 'Highwall' Mining Upgrades MU-1005,Metropolis,Jita,9E+07,1.4E+08,5E+07,35.71429,1,3,71.42857,1.5E+08
Inherent Implants 'Highwall' Mining Upgrades MU-1001,Metropolis,Jita,5662000,27000,5635000,99.52314,3,101,5175.203,5.69135E+08
Zainou 'Beancounter' Industry BX-802,Metropolis,Jita,3.5E+07,2.73049E+07,7695104,21.98601,1,7,87.94405,5.386573E+07
Zainou 'Beancounter' Reprocessing RX-802,Metropolis,Jita,2.483003E+07,2.173138E+07,3098642,12.47941,2,16,112.3147,4.957827E+07
Zainou 'Beancounter' Industry BX-801,Metropolis,Jita,2999998,548000,2451998,81.73332,1,1,81.73332,2451998
