ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Federation Navy Lead Charge L,Metropolis,Jita,1600,797.43,802.57,50.16063,2000,13687,1605140
Federation Navy Iridium Charge L,Metropolis,Jita,1800,405.9,1394.1,77.45,3000,11280,4182300
Federation Navy Tungsten Charge L,Metropolis,Jita,60,1196.98,1136.98,94.98739,3973,14462,4517222
Federation Navy Iron Charge L,Metropolis,Jita,1600,499.2,1100.8,68.8,1500,2669,1651200
Caldari Navy Antimatter Charge S,Metropolis,Jita,645.72,440.05,205.67,31.85126,30497,2641476,6272318
Caldari Navy Plutonium Charge S,Metropolis,Jita,142,265.3,123.3,46.47569,800,29360,98639.99
Caldari Navy Uranium Charge S,Metropolis,Jita,472.41,459.99,12.42001,2.629075,2800,36595,34776.04
Caldari Navy Thorium Charge S,Metropolis,Jita,4799,642,4157,86.62222,1000,196713,4157000
Caldari Navy Lead Charge S,Metropolis,Jita,789.64,410.6,379.04,48.00162,500,305310,189520
Caldari Navy Iridium Charge S,Metropolis,Jita,794.42,509.9,284.52,35.81481,1000,126659,284520
Caldari Navy Tungsten Charge S,Metropolis,Jita,795.92,498.7,297.22,37.34295,10000,95077,2972200
Caldari Navy Iron Charge S,Metropolis,Jita,4000,449.75,3550.25,88.75625,1700,205506,6035425
Caldari Navy Antimatter Charge M,Metropolis,Jita,558.78,678,119.22,17.58407,29165,2117762,3477051
Caldari Navy Plutonium Charge M,Metropolis,Jita,500,816.97,316.97,38.79824,50,78774,15848.5
Caldari Navy Uranium Charge M,Metropolis,Jita,998.71,765.82,232.89,23.31908,3863,134270,899654.1
Caldari Navy Thorium Charge M,Metropolis,Jita,998,754.98,243.02,24.3507,2500,197712,607550.1
Caldari Navy Lead Charge M,Metropolis,Jita,954.59,832.88,121.71,12.74998,40,71963,4868.401
Caldari Navy Iridium Charge M,Metropolis,Jita,2000,749.81,1250.19,62.5095,3724,164706,4655708
Caldari Navy Tungsten Charge M,Metropolis,Jita,998.74,687.49,311.25,31.16427,1000,58152,311250
Caldari Navy Iron Charge M,Metropolis,Jita,996.7,585.12,411.58,41.29427,1040,459622,428043.2
Caldari Navy Plutonium Charge L,Metropolis,Jita,1199,1134.12,64.88,5.411176,1000,21200,64880
Caldari Navy Uranium Charge L,Metropolis,Jita,1600,1349.93,250.0699,15.62937,5000,60600,1250350
Caldari Navy Thorium Charge L,Metropolis,Jita,56,578.78,522.78,90.32448,1500,260688,784170.1
Caldari Navy Lead Charge L,Metropolis,Jita,1398.83,600,798.83,57.10701,5000,32544,3994150
Caldari Navy Iridium Charge L,Metropolis,Jita,1377.84,820.98,556.86,40.41543,1500,34120,835290
Caldari Navy Tungsten Charge L,Metropolis,Jita,2000,1330,670,33.5,5000,273604,3350000
Caldari Navy Iron Charge L,Metropolis,Jita,1392.74,600.4,792.34,56.89073,15872,338252,1.257602E+07
Templar I,Metropolis,Jita,2789999,2699999,90000.25,3.225816,17,585,1530004
Templar I Blueprint,Metropolis,Jita,2.004734E+08,2.004734E+08,0,0,1,2,0
Dragonfly I,Metropolis,Jita,870000,2178000,1308000,60.0551,1,476,1308000
Dragonfly I Blueprint,Metropolis,Jita,2.033633E+08,2.226817E+08,1.931834E+07,8.675315,1,2,1.931834E+07
Firbolg I,Metropolis,Jita,3774999,2279570,1495429,39.61402,8,410,1.196343E+07
Firbolg I Blueprint,Metropolis,Jita,2.139499E+08,2.219749E+08,8024976,3.615263,1,2,8024976
Einherji I,Metropolis,Jita,1699900,2259830,559930,24.77753,7,242,3919510
Einherji I Blueprint,Metropolis,Jita,2.000134E+08,2.4E+08,3.998659E+07,16.66108,1,2,3.998659E+07
Fighters,Metropolis,Jita,7.5E+07,7.603226E+07,1032256,1.357655,1,31,1032256
Imperial Navy Multifrequency S,Metropolis,Jita,368916.6,266004.8,102911.9,27.8957,29,2825,2984445
Imperial Navy Gamma S,Metropolis,Jita,415000,180999,234001,56.38578,4,156,936004
Imperial Navy Xray S,Metropolis,Jita,798995.4,211500,587495.4,73.52926,2,729,1174991
Imperial Navy Ultraviolet S,Metropolis,Jita,21000,147500,126500,85.76271,8,204,1012000
Imperial Navy Standard S,Metropolis,Jita,538995,280000,258995,48.05147,4,1483,1035980
Imperial Navy Infrared S,Metropolis,Jita,375000,101000,274000,73.06667,6,171,1644000
Imperial Navy Microwave S,Metropolis,Jita,626000,113994.3,512005.7,81.79005,12,144,6144068
Imperial Navy Radio S,Metropolis,Jita,798990.4,149999,648991.5,81.22644,4,265,2595966
Amarr Encryption Methods,Metropolis,Jita,399991,1504,398487,99.62399,1,120,398487
Imperial Navy Multifrequency M,Metropolis,Jita,687448.2,389996.9,297451.3,43.2689,91,2053,2.706806E+07
Imperial Navy Gamma M,Metropolis,Jita,998990.4,438998.7,559991.6,56.05576,6,108,3359950
Imperial Navy Xray M,Metropolis,Jita,985990.3,396808.3,589182,59.75535,3,79,1767546
Imperial Navy Ultraviolet M,Metropolis,Jita,998995.6,425620,573375.6,57.39521,12,41,6880508
Imperial Navy Standard M,Metropolis,Jita,546429.3,372500,173929.3,31.83016,28,2034,4870021
Imperial Navy Infrared M,Metropolis,Jita,1200000,351578.2,848421.9,70.70182,5,22,4242110
Imperial Navy Microwave M,Metropolis,Jita,998989.4,388988.1,610001.3,61.06184,12,9,7320016
Imperial Navy Radio M,Metropolis,Jita,850000,595824.4,254175.6,29.90301,6,80,1525053
Imperial Navy Multifrequency L,Metropolis,Jita,999996.3,801899.5,198096.8,19.80975,8,605,1584775
Imperial Navy Gamma L,Metropolis,Jita,1496991,799996.5,696994.3,46.55969,50,124,3.484971E+07
Imperial Navy Xray L,Metropolis,Jita,1398990,753600.7,645389.7,46.13253,4,80,2581559
Imperial Navy Ultraviolet L,Metropolis,Jita,1398990,719824.1,679166.1,48.54688,20,46,1.358332E+07
Imperial Navy Standard L,Metropolis,Jita,1398991,652781.6,746208.9,53.3391,8,604,5969672
Imperial Navy Infrared L,Metropolis,Jita,18000.01,765697,747697,97.6492,10,4,7476970
Imperial Navy Microwave L,Metropolis,Jita,500000,837971.5,337971.5,40.3321,5,147,1689858
Imperial Navy Radio L,Metropolis,Jita,1000000,810001.3,189998.8,18.99987,14,241,2659983
Gallente Encryption Methods,Metropolis,Jita,487249,3030,484219,99.37814,4,112,1936876
Takmahl Technology,Metropolis,Jita,1000000,104292.2,895707.8,89.57078,1,12,895707.8
Yan Jung Technology,Metropolis,Jita,1200000,241954.2,958045.8,79.83715,1,13,958045.8
Yan Jung Crystal Cylinder,Metropolis,Jita,4000000,6433596,2433596,37.82637,2,25,4867191
Yan Jung Paradox Box,Metropolis,Jita,50000,488227.3,438227.3,89.75887,1,14,438227.3
Yan Jung Thunder Kite,Metropolis,Jita,400000,2754490,2354490,85.47826,1,40,2354490
Yan Jung Void Machine,Metropolis,Jita,1000,15000,14000,93.33334,1,13,14000
Yan Jung Tachyon Stetoscope,Metropolis,Jita,5.05E+07,5.000001E+07,499992,0.9900832,2,1,999984
Takmahl Phrenic Appendix,Metropolis,Jita,730000,2686695,1956695,72.82907,1,40,1956695
Takmahl Dynamic Gauge,Metropolis,Jita,1903333,1.282499E+07,1.092166E+07,85.15918,1,150,1.092166E+07
Takmahl Gyro Ballast,Metropolis,Jita,12000.02,124615.7,112615.7,90.37038,2,26,225231.4
Takmahl Biodroid Controller,Metropolis,Jita,100000,200007.4,100007.4,50.00184,1,14,100007.4
Takmahl Quantum Sphere,Metropolis,Jita,1600000,1.639294E+07,1.479294E+07,90.2397,1,42,1.479294E+07
Yan Jung Null Shell,Metropolis,Jita,100000,1739041,1639041,94.2497,2,37,3278083
Yan Jung Glass Scale,Metropolis,Jita,20000,988403.8,968403.8,97.97653,1,23,968403.8
Yan Jung Plenary Wire,Metropolis,Jita,2000.05,48130.78,46130.73,95.84455,1,32,46130.73
Yan Jung Silk Armor,Metropolis,Jita,4000,131460.5,127460.5,96.95726,2,26,254921
Yan Jung Nano Fabric,Metropolis,Jita,30000.01,96754.59,66754.59,68.99371,1,20,66754.59
Takmahl Diamond Rod,Metropolis,Jita,50.01,45003.07,44953.06,99.88887,1,36,44953.06
Takmahl Cohere Cord,Metropolis,Jita,50.01,78998.99,78948.98,99.9367,1,371,78948.98
Takmahl Solid Mox,Metropolis,Jita,25001.01,325923.8,300922.8,92.32919,1,34,300922.8
Takmahl Magnetic Slab,Metropolis,Jita,1000.04,40001.8,39001.76,97.50002,1,26,39001.76
Takmahl Tri-polished Lens,Metropolis,Jita,1999.99,101933.3,99933.3,98.03794,1,30,99933.3
Blood Raider Limited Ballistic Control,Metropolis,Jita,1300.18,23000,21699.82,94.34705,2,4,43399.64
Blood Raider Regular Ballistic Control,Metropolis,Jita,6322002,1.910034E+07,1.277833E+07,66.90109,1,12,1.277833E+07
Blood Raider Extreme Ballistic Control,Metropolis,Jita,600000,909995.6,309995.6,34.06561,1,3,309995.6
Blood Raider Weapon Integration Unit,Metropolis,Jita,700,100000,99300,99.3,1,12,99300
Blood Raider Power Redistributor,Metropolis,Jita,1.6E+07,1.84E+07,2400002,13.04349,1,1,2400002
Serpentis Plain Target Guider,Metropolis,Jita,13000.11,118334.2,105334.1,89.01407,2,30,210668.2
Serpentis Basic Target Guider,Metropolis,Jita,1510001,6900017,5390017,78.11599,1,7,5390017
Serpentis Complex Target Guider,Metropolis,Jita,1000000,2854584,1854584,64.96863,1,10,1854584
Serpentis 3D Scanner Gamut,Metropolis,Jita,2223664,1.064025E+07,8416582,79.10139,1,89,8416582
Serpentis Multi-tasking Processor,Metropolis,Jita,130007.2,110000,20007.14,15.38926,1,4,20007.14
Positron Cord,Metropolis,Jita,150,426,276,64.78873,52,23031,14352
Auxiliary Parts,Metropolis,Jita,60,103,43,41.74757,156,23763,6708
Force Cable,Metropolis,Jita,4,86,82,95.34884,417,16713,34194
Elemental Crux,Metropolis,Jita,107.01,99,8.010002,7.485283,110,8598,881.1002
Analog Panel,Metropolis,Jita,20,318.95,298.95,93.72942,164,21547,49027.8
Current Amplifier,Metropolis,Jita,40,249,209,83.93575,207,12260,43263
Second-hand Parts,Metropolis,Jita,4.15,156,151.85,97.33974,87,16794,13210.95
Heat Depressor,Metropolis,Jita,6.1,244.1,238,97.50102,225,15791,53550
Internal Bulkhead,Metropolis,Jita,7.01,143,135.99,95.09791,132,2604,17950.68
Mainframe Bit,Metropolis,Jita,6.01,60,53.99,89.98333,62,2477,3347.38
Yan Jung Info Matrix,Metropolis,Jita,10000,581306.1,571306.1,98.27974,1,9,571306.1
Yan Jung Vellum Etch,Metropolis,Jita,10000,58935.32,48935.32,83.03225,1,24,48935.32
Yan Jung Trigonometric Laws,Metropolis,Jita,3000.08,53750.34,50750.26,94.41849,1,28,50750.26
Yan Jung Semiotic Theory,Metropolis,Jita,6000,30842.5,24842.5,80.54633,1,12,24842.5
Yan Jung Singularity Fact Sheet,Metropolis,Jita,2.501612E+07,5.400001E+07,2.898389E+07,53.67387,1,6,2.898389E+07
Takmahl Binary Texts,Metropolis,Jita,900.06,14722.33,13822.27,93.88643,3,18,41466.81
Takmahl Fractal Sheet,Metropolis,Jita,2600000,1800013,799987,30.76873,1,418,799987
Takmahl Centrifugal Primer,Metropolis,Jita,140000,903314.3,763314.3,84.50152,2,14,1526629
Takmahl Geometric Design,Metropolis,Jita,10000,90626,80626,88.96564,1,8,80626
Takmahl Astral Treatment,Metropolis,Jita,500000.1,7001103,6501103,92.85827,1,5,6501103
'Peace' Large Remote Armor Repairer,Metropolis,Jita,2E+08,1.969999E+08,3000112,1.500056,1,2,3000112
'Radical' Damage Control,Metropolis,Jita,1.95E+08,9.999998E+07,9.500002E+07,48.71796,1,2,9.500002E+07
Wasp EC-900,Metropolis,Jita,44990,62998.64,18008.64,28.58576,5,133,90043.2
Wasp EC-900 Blueprint,Metropolis,Jita,5000000,5175000,175000,3.381643,1,3,175000
Ogre SD-900,Metropolis,Jita,59999.99,29500.23,30499.76,50.83294,4,20,121999
Ogre SD-900 Blueprint,Metropolis,Jita,7000000,7000000,0,0,1,1,0
Praetor TD-900,Metropolis,Jita,150000,88879,61120.98,40.74733,11,20,672330.8
Praetor TD-900 Blueprint,Metropolis,Jita,6000000,6000000,0,0,1,1,0
Berserker TP-900,Metropolis,Jita,0.01,29989.96,29989.95,99.99997,60,27,1799397
Berserker TP-900 Blueprint,Metropolis,Jita,4000000,4000000,0,0,1,1,0
Heavy Armor Maintenance Bot I,Metropolis,Jita,371055.4,55001.23,316054.2,85.17709,5,338,1580271
Heavy Armor Maintenance Bot I Blueprint,Metropolis,Jita,1E+07,1.025E+07,250000,2.439024,1,2,250000
Curator I,Metropolis,Jita,119999.7,61889.96,58109.75,48.42491,5,1525,290548.8
Curator I Blueprint,Metropolis,Jita,1.4E+07,1.51E+07,1100000,7.284768,1,3,1100000
Drone Link Augmentor I,Metropolis,Jita,222149.5,149999.3,72150.11,32.47818,20,1710,1443002
Drone Link Augmentor I Blueprint,Metropolis,Jita,2130000,2825714,695714.3,24.62083,1,7,695714.3
Omnidirectional Tracking Link I,Metropolis,Jita,37986.2,23994.99,13991.21,36.83235,1,108,13991.21
Omnidirectional Tracking Link I Blueprint,Metropolis,Jita,99000,104866.7,5866.672,5.59441,1,15,5866.672
Berserker SW-900,Metropolis,Jita,0.01,23119.11,23119.1,99.99995,63,86,1456503
Berserker SW-900 Blueprint,Metropolis,Jita,4000000,5000000,1000000,20,1,1,1000000
Warden I,Metropolis,Jita,87777,64999.97,22777.03,25.94875,3,1421,68331.09
Warden I Blueprint,Metropolis,Jita,1.4E+07,1.464E+07,640000,4.371585,1,5,640000
Garde I,Metropolis,Jita,77779.99,54889.97,22890.02,29.42919,10,717,228900.2
Garde I Blueprint,Metropolis,Jita,1.4E+07,1.29152E+07,1084800,7.748571,1,5,1084800
Bouncer I,Metropolis,Jita,67500,58899.6,8600.398,12.74133,20,634,172008
Bouncer I Blueprint,Metropolis,Jita,1.4E+07,1.464E+07,640000,4.371585,1,3,640000
Advanced Drone Avionics,Metropolis,Jita,600000,571757.3,28242.69,4.707115,2,56,56485.38
Sentry Drone Interfacing,Metropolis,Jita,650000,742597.8,92597.75,12.46944,5,30,462988.8
Drone Sharpshooting,Metropolis,Jita,150000,227382.4,77382.41,34.03183,3,65,232147.2
Drone Durability,Metropolis,Jita,100000,99998.97,1.03125,0.00103125,2,141,2.0625
Acolyte EV-300,Metropolis,Jita,70,2271.42,2201.42,96.91823,18,35,39625.56
Acolyte EV-300 Blueprint,Metropolis,Jita,200000,200000,0,0,1,1,0
Infiltrator EV-600,Metropolis,Jita,0.01,5103.12,5103.11,99.99981,20,5,102062.2
Infiltrator EV-600 Blueprint,Metropolis,Jita,1700000,1783333,83333.38,4.672899,1,3,83333.38
Vespa EC-600,Metropolis,Jita,32848.82,23999.59,8849.23,26.93926,32,1154,283175.4
Vespa EC-600 Blueprint,Metropolis,Jita,1600000,1750000,150000,8.571428,1,2,150000
Hornet EC-300,Metropolis,Jita,6391.1,6138.76,252.3403,3.948308,61,10617,15392.76
Hornet EC-300 Blueprint,Metropolis,Jita,300000,366666.7,66666.66,18.18182,1,30,66666.66
Medium Armor Maintenance Bot I,Metropolis,Jita,25000,12100,12900,51.6,10,111,129000
Medium Armor Maintenance Bot I Blueprint,Metropolis,Jita,2500000,2740000,240000,8.759124,1,1,240000
Light Armor Maintenance Bot I,Metropolis,Jita,23999.99,4989.88,19010.11,79.20882,2,760,38020.22
Light Armor Maintenance Bot I Blueprint,Metropolis,Jita,500000,544000,44000,8.088235,1,1,44000
Hammerhead SD-600,Metropolis,Jita,0.01,22550.65,22550.64,99.99995,60,32,1353039
Hammerhead SD-600 Blueprint,Metropolis,Jita,1800000,1800000,0,0,1,1,0
Hobgoblin SD-300,Metropolis,Jita,0.01,996.4,996.39,99.99899,55,41,54801.45
Hobgoblin SD-300 Blueprint,Metropolis,Jita,250000,250000,0,0,1,20,0
Medium Shield Maintenance Bot I,Metropolis,Jita,191989.9,23997.98,167991.9,87.5004,5,130,839959.7
Medium Shield Maintenance Bot I Blueprint,Metropolis,Jita,2500000,2999999,499999,16.66664,1,1,499999
Light Shield Maintenance Bot I,Metropolis,Jita,28128.23,3012,25116.23,89.29189,1,1984,25116.23
Light Shield Maintenance Bot I Blueprint,Metropolis,Jita,500000,999999,499999,49.99995,1,1,499999
Valkyrie TP-600,Metropolis,Jita,10.01,27999,27988.99,99.96425,38,20,1063582
Valkyrie TP-600 Blueprint,Metropolis,Jita,1500000,1500000,0,0,1,1,0
Warrior TP-300,Metropolis,Jita,47500,4347.54,43152.46,90.84728,5,37,215762.3
Warrior TP-300 Blueprint,Metropolis,Jita,400000,625000,225000,36,1,2,225000
Infiltrator TD-600,Metropolis,Jita,10,13708.47,13698.47,99.92706,60,36,821908.2
Infiltrator TD-600 Blueprint,Metropolis,Jita,1700000,1700000,0,0,1,1,0
Acolyte TD-300,Metropolis,Jita,110997,3162.82,107834.2,97.15054,6,62,647005.1
Acolyte TD-300 Blueprint,Metropolis,Jita,200000,200000,0,0,1,20,0
Valkyrie SW-600,Metropolis,Jita,50000,283538.7,233538.7,82.36572,4,74,934154.6
Valkyrie SW-600 Blueprint,Metropolis,Jita,1500000,1590000,90000,5.660378,1,1,90000
Warrior SW-300,Metropolis,Jita,9320,7800,1520,16.30901,13,172,19760
Warrior SW-300 Blueprint,Metropolis,Jita,400000,400000,0,0,1,6,0
Clone Vat Bay I,Metropolis,Jita,8.189999E+07,5E+07,3.189999E+07,38.94993,1,2,3.189999E+07
Archon,Metropolis,Jita,8.89E+08,9.4E+08,5.1E+07,5.425532,1,1,5.1E+07
'Abatis' 100mm Steel Plates,Metropolis,Jita,5000000,8978881,3978881,44.31377,1,2,3978881
'Bailey' 1600mm Steel Plates,Metropolis,Jita,1.555556E+08,7.790407E+07,7.765148E+07,49.91881,1,1,7.765148E+07
'Chainmail' 200mm Steel Plates,Metropolis,Jita,4E+07,1.765E+07,2.235E+07,55.87501,1,10,2.235E+07
'Bastion' 400mm Steel Plates,Metropolis,Jita,3.5E+07,7.067132E+07,3.567132E+07,50.47496,2,1,7.134264E+07
'Citadella' 100mm Steel Plates,Metropolis,Jita,18032,91003.04,72971.04,80.18528,48,116,3502610
'Barbican' 800mm Steel Plates,Metropolis,Jita,4.75E+07,4.74999E+07,104,0.0002189474,1,1,104
'Gorget' Small Armor Repairer I,Metropolis,Jita,1.7E+07,1.39999E+07,3000100,17.64765,1,1,3000100
'Greaves' Medium Armor Repairer I,Metropolis,Jita,5.5E+07,3.349928E+07,2.150072E+07,39.09221,1,7,2.150072E+07
'Crucible' Small Cap Battery,Metropolis,Jita,3.5E+07,2.600101E+07,8998986,25.71139,1,1,8998986
'Censer' Medium Cap Battery,Metropolis,Jita,9E+07,6.3575E+07,2.6425E+07,29.36112,1,4,2.6425E+07
'Thurifer' Large Cap Battery,Metropolis,Jita,3.5E+08,2.921555E+08,5.784448E+07,16.52699,1,32,5.784448E+07
'Saddle' Small Capacitor Booster I,Metropolis,Jita,2.5E+07,3.999999E+07,1.499999E+07,37.49999,1,1,1.499999E+07
'Harness' Medium Capacitor Booster I,Metropolis,Jita,1.7E+07,1.200015E+07,4999850,29.41088,1,1,4999850
Medium 'Ditch' Energy Neutralizer,Metropolis,Jita,8E+07,7.499983E+07,5000168,6.25021,1,3,5000168
Heavy 'Moat' Energy Neutralizer,Metropolis,Jita,9.999999E+07,8.877991E+07,1.122008E+07,11.22008,1,3,1.122008E+07
Small 'Upir' Energy Nosferatu,Metropolis,Jita,7E+07,3.799976E+07,3.200024E+07,45.71462,1,3,3.200024E+07
Medium 'Strigoi' Energy Nosferatu,Metropolis,Jita,7.5E+07,9.47E+07,1.97E+07,20.80253,1,2,1.97E+07
Heavy 'Vrykolakas' Energy Nosferatu,Metropolis,Jita,3E+07,3.399999E+07,3999988,11.76468,1,1,3999988
'Longbow' Small Focused Pulse Laser I,Metropolis,Jita,29999,1700000,1670001,98.23535,2,6,3340002
'Arquebus' Heavy Beam Laser I,Metropolis,Jita,2.25E+07,1E+07,1.25E+07,55.55555,2,2,2.5E+07
'Knight' Medium Remote Capacitor Transmitter,Metropolis,Jita,9500000,1.14999E+07,1999896,17.39056,1,6,1999896
'Chivalry' Large Remote Capacitor Transmitter,Metropolis,Jita,4.5E+07,5.4E+07,8999996,16.66666,1,3,8999996
'Pike' Small EMP Smartbomb I,Metropolis,Jita,1600000,1.4E+07,1.24E+07,88.57143,2,1,2.48E+07
'Lance' Medium EMP Smartbomb I,Metropolis,Jita,3E+07,2.200002E+07,7999978,26.66659,1,2,7999978
'Warhammer' Large EMP Smartbomb I,Metropolis,Jita,1.425E+08,6.365014E+07,7.884986E+07,55.33324,1,12,7.884986E+07
'Page' Capacitor Flux Coil I,Metropolis,Jita,4E+07,1.07933E+08,6.793301E+07,62.93998,1,15,6.793301E+07
'Motte' Capacitor Power Relay I,Metropolis,Jita,5.9E+07,4.190012E+07,1.709988E+07,28.98285,1,10,1.709988E+07
'Portcullis' Reactor Control Unit I,Metropolis,Jita,1E+07,8266668,1733332,17.33332,2,3,3466664
Thanatos,Metropolis,Jita,1.049E+09,1.147E+09,9.799994E+07,8.544023,1,1,9.799994E+07
Nyx,Metropolis,Jita,2.2E+10,2.5E+10,2.999998E+09,11.99999,1,1,2.999998E+09
Chimera,Metropolis,Jita,6E+08,1100000,5.989E+08,99.81666,1,1,5.989E+08
Aeon,Metropolis,Jita,1.5E+10,1.6E+10,9.999995E+08,6.249997,1,1,9.999995E+08
Command Ships,Metropolis,Jita,6.5E+07,6.673702E+07,1737024,2.602789,3,9,5211072
Jump Portal Generator I,Metropolis,Jita,4E+08,4.285222E+08,2.852224E+07,6.655953,1,4,2.852224E+07
Jump Portal Generator I Blueprint,Metropolis,Jita,4.814557E+08,4.814557E+08,0,0,1,1,0
Light Drone Operation,Metropolis,Jita,75000,186159.5,111159.5,59.71196,7,69,778116.4
Infomorph Psychology,Metropolis,Jita,1100000,1026740,73260.44,6.66004,5,63,366302.2
Supply Chain Management,Metropolis,Jita,7500000,9414408,1914408,20.33487,1,7,1914408
Scientific Networking,Metropolis,Jita,1E+07,1.029711E+07,297114,2.88541,1,8,297114
Fighter Support Unit I,Metropolis,Jita,3E+07,3.594135E+07,5941352,16.53069,8,71,4.753082E+07
Fighter Support Unit I Blueprint,Metropolis,Jita,5.5E+07,6.33333E+07,8333296,13.15784,1,6,8333296
Modulated Deep Core Strip Miner II,Metropolis,Jita,1250380,2897980,1647599,56.85338,2,171,3295199
Amarr Carrier,Metropolis,Jita,5.5E+08,5.626667E+08,1.266669E+07,2.251189,1,9,1.266669E+07
Caldari Carrier,Metropolis,Jita,5.5E+08,5.570769E+08,7076928,1.270368,1,13,7076928
Gallente Carrier,Metropolis,Jita,5.5E+08,5.5705E+08,7049984,1.265593,1,24,7049984
Minmatar Carrier,Metropolis,Jita,5.5E+08,5.543154E+08,4315392,0.7785084,1,13,4315392
Small Tractor Beam I,Metropolis,Jita,1047118,1085991,38873.56,3.579547,17,1284,660850.6
Small Tractor Beam I Blueprint,Metropolis,Jita,90000,89875,125,0.1388889,6,8,750
Drone Navigation Computer I,Metropolis,Jita,217855.1,140899,76956.11,35.32444,8,214,615648.9
Drone Navigation Computer I Blueprint,Metropolis,Jita,1400000,1662500,262500,15.78947,1,4,262500
Drone Navigation Computer II,Metropolis,Jita,2443905,986000,1457905,59.65473,4,349,5831620
Drone Link Augmentor II,Metropolis,Jita,1470996,1049997,420998.8,28.61998,12,571,5051985
Omnidirectional Tracking Link II,Metropolis,Jita,1599967,1033000,566967.3,35.43618,5,246,2834836
Shield Boost Amplifier II,Metropolis,Jita,982498.3,696984.9,285513.4,29.05994,12,198,3426161
Giant Freight Container,Metropolis,Jita,430000,186406.4,243593.6,56.64967,2,39,487187.1
Scourge Rage Rocket,Metropolis,Jita,70.39,41.83,28.56,40.57394,50,714213,1428
Nova Rage Rocket,Metropolis,Jita,58.9,37.9,21,35.65365,14000,406206,294000
Inferno Rage Rocket,Metropolis,Jita,64.21,49.65,14.56,22.67559,4000,378129,58239.99
Scourge Javelin Rocket,Metropolis,Jita,46.97,31.94,15.03,31.99915,2000,353579,30060
Nova Javelin Rocket,Metropolis,Jita,49.82,29.6,20.22,40.58611,3736,50229,75541.91
Inferno Javelin Rocket,Metropolis,Jita,71.99,32.97,39.02,54.20197,1000,70258,39020
Nidhoggur,Metropolis,Jita,1.079E+09,1.126858E+09,4.785792E+07,4.247023,1,4,4.785792E+07
Nidhoggur Blueprint,Metropolis,Jita,1.15E+09,1.4E+09,2.5E+08,17.85714,3,1,7.5E+08
Inferno Rage Heavy Assault Missile,Metropolis,Jita,134.91,86.32,48.59,36.01661,15000,700439,728850.1
Nova Rage Heavy Assault Missile,Metropolis,Jita,314.28,107,207.28,65.95393,5000,1407269,1036400
Mjolnir Rage Heavy Assault Missile,Metropolis,Jita,389.97,88.02,301.95,77.42904,25000,2702032,7548751
Scourge Javelin Heavy Assault Missile,Metropolis,Jita,319.86,86.06,233.8,73.09447,57444,2069284,1.343041E+07
Mjolnir Javelin Heavy Assault Missile,Metropolis,Jita,319.81,125.89,193.92,60.636,56000,667076,1.085952E+07
Inferno Javelin Heavy Assault Missile,Metropolis,Jita,166.67,89.76,76.91,46.14508,3000,1742758,230730
Scourge Fury Light Missile,Metropolis,Jita,176.78,117.33,59.45,33.62937,60692,4706254,3608139
Nova Fury Light Missile,Metropolis,Jita,172.81,114,58.81,34.03159,12066,1354814,709601.4
Inferno Fury Light Missile,Metropolis,Jita,223.3,116.11,107.19,48.00269,63576,8082095,6814712
Scourge Precision Light Missile,Metropolis,Jita,289.61,104.83,184.78,63.80304,15000,485754,2771700
Nova Precision Light Missile,Metropolis,Jita,345.05,71,274.05,79.42327,7500,179930,2055375
Mjolnir Precision Light Missile,Metropolis,Jita,394.3,109.36,284.94,72.26478,2000,164229,569880
Nova Fury Heavy Missile,Metropolis,Jita,999,446.98,552.02,55.25726,18850,412757,1.040558E+07
Mjolnir Fury Heavy Missile,Metropolis,Jita,978.26,499.98,478.28,48.89089,10000,497438,4782800
Inferno Fury Heavy Missile,Metropolis,Jita,638.94,446,192.94,30.19689,1500,433934,289410
Scourge Precision Heavy Missile,Metropolis,Jita,549,508.99,40.01001,7.287798,21503,649389,860335.3
Inferno Precision Heavy Missile,Metropolis,Jita,498,283.75,214.25,43.02209,3592,165579,769586
Mjolnir Precision Heavy Missile,Metropolis,Jita,749.99,599.97,150.02,20.00294,10000,107109,1500200
Nova Rage Torpedo,Metropolis,Jita,1796.51,1796.92,0.4100342,0.02281872,585,143906,239.87
Scourge Rage Torpedo,Metropolis,Jita,2499.84,1330,1169.84,46.7966,473,331216,553334.4
Mjolnir Rage Torpedo,Metropolis,Jita,1798.98,1566.58,232.4,12.91843,520,236447,120848
Inferno Javelin Torpedo,Metropolis,Jita,1934.41,1127.35,807.0601,41.72125,1120,48466,903907.3
Mjolnir Javelin Torpedo,Metropolis,Jita,500,1444.83,944.83,65.39385,215645,95626,2.037479E+08
Scourge Javelin Torpedo,Metropolis,Jita,1000,1053.76,53.76001,5.101732,5000,48310,268800.1
Nova Fury Cruise Missile,Metropolis,Jita,400,566,166,29.32862,9000,468733,1494000
Scourge Fury Cruise Missile,Metropolis,Jita,849.8,540.07,309.73,36.4474,34000,1637014,1.053082E+07
Mjolnir Fury Cruise Missile,Metropolis,Jita,1248.99,554.38,694.61,55.61374,20000,554744,1.38922E+07
Nova Precision Cruise Missile,Metropolis,Jita,529.94,510,19.94,3.762691,1500,95440,29910
Mjolnir Precision Cruise Missile,Metropolis,Jita,849,407.87,441.13,51.95877,1500,88107,661695
