ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,AverageVolumeProfitMarginPotential,PotentialDailyProfit
Multispectral ECM II,Metropolis,Jita,1574914,1664208,89293.63,5.365534,4,93,257.5456,8304307
Gravimetric ECM II,Metropolis,Jita,1197000,1078498,118502,9.899917,3,125,633.5947,1.481275E+07
Radar ECM II,Metropolis,Jita,900000,1399995,499994.8,35.71405,2,206,3714.261,1.029989E+08
Genolution Core Augmentation CA-2,Metropolis,Jita,7.200002E+07,1.696183E+08,9.761829E+07,57.55174,1,30,863.2761,2.928549E+09
Nanofiber Internal Structure I,Metropolis,Jita,6732.51,1999.92,4732.59,70.29459,10,162,6045.334,766679.6
Nanofiber Internal Structure II,Metropolis,Jita,302430.3,276993.8,25436.44,8.410678,91,3392,14642.99,8.62804E+07
Mjolnir Fury Light Missile,Metropolis,Jita,243.98,112.6,131.38,53.84868,35039,931092,2.601241E+07,1.223269E+08
Inferno Fury Cruise Missile,Metropolis,Jita,819,508.24,310.76,37.94384,18994,436613,8643720,1.356819E+08
Scourge Fury Heavy Missile,Metropolis,Jita,650,508.96,141.04,21.69846,24850,2395292,2.625668E+07,3.37832E+08
Inferno Precision Cruise Missile,Metropolis,Jita,625.99,370.04,255.95,40.88723,22500,94566,2393253,2.420417E+07
Inferno Precision Light Missile,Metropolis,Jita,144.5,51.97,92.53,64.0346,1250,378460,1.215729E+07,3.50189E+07
Nova Precision Heavy Missile,Metropolis,Jita,739.87,287.29,452.58,61.1702,5600,301950,9406448,1.366565E+08
Scourge Rage Heavy Assault Missile,Metropolis,Jita,247.86,84.45,163.41,65.92834,13000,3695371,1.222433E+08,6.038606E+08
Nova Javelin Torpedo,Metropolis,Jita,2498.6,1707.34,791.2601,31.66814,6000,38858,710284.7,3.074679E+07
Inferno Rage Torpedo,Metropolis,Jita,26.4,1223.92,1197.52,97.84299,1000,83830,4150011,1.003881E+08
Mjolnir Rage Rocket,Metropolis,Jita,64.78,38.5,26.28,40.56808,3000,932134,1.896829E+07,2.449648E+07
1000 Aurum Token,Metropolis,Jita,3.5E+08,2.55E+08,9.5E+07,27.14286,1,1,27.14286,9.5E+07
Primae,Metropolis,Jita,5000000,1.06228E+07,5622802,52.93144,1,5,158.7943,2.811401E+07
1200mm Artillery Cannon II,Metropolis,Jita,250001,1787278,1537277,86.0122,4,27,1290.183,4.150649E+07
Broadcast Node,Metropolis,Jita,1769667,2100004,330337.3,15.73032,30,10134,79941.46,3.347638E+09
Integrity Response Drones,Metropolis,Jita,1910000,2434408,524407.9,21.54149,31,5943,64344.45,3.116556E+09
Nano-Factory,Metropolis,Jita,831000.1,1177988,346987.8,29.45597,31,14948,220595.8,5.186773E+09
Organic Mortar Applicators,Metropolis,Jita,998200,1096000,97799.88,8.923347,54,13413,60080.9,1.31179E+09
Recursive Computing Module,Metropolis,Jita,1010001,1532000,521999,34.07304,36,12039,205698.9,6.284346E+09
Self-Harmonizing Power Core,Metropolis,Jita,2059153,1960996,98157.38,4.766881,98,12393,29769.17,1.216464E+09
125mm Gatling AutoCannon II,Metropolis,Jita,276250.8,608927.9,332677,54.63324,8,1081,29720.48,3.596239E+08
Sterile Conduits,Metropolis,Jita,1131000,1292074,161073.6,12.46629,18,11758,73401.5,1.893904E+09
Wetware Mainframe,Metropolis,Jita,1920002,2330000,409998,17.59648,27,12070,106423.5,4.948676E+09
150mm Light AutoCannon II,Metropolis,Jita,649929.9,487494,162435.9,24.99283,5,340,4298.767,5.52282E+07
200mm AutoCannon II,Metropolis,Jita,622735.6,698868,76132.38,10.89367,35,1220,6830.331,9.28815E+07
220mm Vulcan AutoCannon II,Metropolis,Jita,1357000,1538000,181000,11.76853,4,373,2212.484,6.7513E+07
250mm Light Artillery Cannon II,Metropolis,Jita,698999,567898,131101,18.75554,4,176,1687.998,2.307378E+07
425mm AutoCannon II,Metropolis,Jita,1572667,1459000,113666.6,7.227636,12,623,2291.161,7.08143E+07
650mm Artillery Cannon II,Metropolis,Jita,1699777,1649998,49778.63,2.928539,15,142,228.4261,7068565
800mm Repeating Cannon II,Metropolis,Jita,1425000,3437078,2012078,58.54036,12,325,9834.781,6.539252E+08
Dual 180mm AutoCannon II,Metropolis,Jita,1805996,1278000,527995.8,29.23572,4,290,4297.65,1.531188E+08
Dual 425mm AutoCannon II,Metropolis,Jita,3938000,1920371,2017629,51.23486,5,2,153.7046,1.008814E+07
Dual 650mm Repeating Cannon II,Metropolis,Jita,6898612,4706617,2191996,31.77444,26,68,1493.399,1.490557E+08
1400mm Howitzer Artillery II,Metropolis,Jita,5343487,5106000,237486.5,4.444411,10,317,724.439,7.528322E+07
720mm Howitzer Artillery II,Metropolis,Jita,3306250,2145600,1160650,35.10472,32,1033,18675.71,1.198951E+09
280mm Howitzer Artillery II,Metropolis,Jita,747990.5,615699.9,132290.6,17.68613,7,952,8471.655,1.259406E+08
Dual Heavy Beam Laser II,Metropolis,Jita,1843375,2150000,306625,14.26163,8,6,99.8314,2453000
Dual Light Beam Laser II,Metropolis,Jita,85001,549996,464995,84.54516,1,214,9046.332,9.950893E+07
Noctis,Metropolis,Jita,4.366667E+07,4.888915E+07,5222480,10.68229,3,45,256.3749,2.350116E+08
Dual Light Pulse Laser II,Metropolis,Jita,638999,224646.2,414352.8,64.84405,1,90,2917.982,3.729175E+07
Focused Medium Beam Laser II,Metropolis,Jita,3229888,2921090,308797.8,9.560634,120,56,841.3358,3.705573E+07
Gatling Pulse Laser II,Metropolis,Jita,1180000,666007,513992.6,43.55871,4,40,958.2917,2.05597E+07
Heavy Beam Laser II,Metropolis,Jita,2500000,1598588,901412,36.05648,1,397,7175.24,3.578606E+08
Small Focused Beam Laser II,Metropolis,Jita,939991,939968,23,0.002446832,4,690,0.8490506,15870
Small Focused Pulse Laser II,Metropolis,Jita,484316.4,649998.9,165682.6,25.48967,12,468,6117.52,7.753944E+07
Mega Beam Laser II,Metropolis,Jita,3000000,3938867,938866.5,23.83596,5,16,238.3596,1.502186E+07
Mega Pulse Laser II,Metropolis,Jita,4800000,4139998,660002,13.75004,12,212,1540.005,1.399204E+08
Tachyon Beam Laser II,Metropolis,Jita,460000,4600000,4140000,90,5,205,9450,8.487E+08
150mm Railgun II,Metropolis,Jita,1100000,1195989,95989,8.02591,7,1742,7014.646,1.672128E+08
Zainou 'Gnome' Shield Management SM-702,Metropolis,Jita,1.2E+07,1.099999E+07,1000013,8.333442,1,4,16.66688,4000052
Zainou 'Gnome' Shield Management SM-704,Metropolis,Jita,1.42E+08,1.32E+08,1E+07,7.042253,1,1,7.042253,1E+07
250mm Railgun II,Metropolis,Jita,2041406,2048885,7478.875,0.3650217,39,1009,191.2714,7546185
Zainou 'Gnome' Shield Emission Systems SE-802,Metropolis,Jita,200000,1200001,1000001,83.33334,9,12,833.3334,1.200001E+07
Zainou 'Gnome' Shield Operation SP-902,Metropolis,Jita,1.2008E+07,1.0994E+07,1014001,8.444379,2,3,16.88876,3042003
Zainou 'Gnome' Shield Operation SP-904,Metropolis,Jita,1.42E+08,1.19E+08,2.3E+07,16.19718,1,1,16.19718,2.3E+07
425mm Railgun II,Metropolis,Jita,4699993,3487573,1212420,25.7962,11,58,877.0708,7.032033E+07
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-702,Metropolis,Jita,1.1E+07,1.25E+07,1500000,12,1,2,12,3000000
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-704,Metropolis,Jita,1.44E+08,1.5E+08,6000000,4,1,2,4,1.2E+07
Eifyr and Co. 'Rogue' Evasive Maneuvering EM-706,Metropolis,Jita,1.1E+09,8.155081E+08,2.844919E+08,25.8629,1,4,51.7258,1.137968E+09
Eifyr and Co. 'Rogue' Navigation NN-602,Metropolis,Jita,1.2E+07,1.1E+07,1000002,8.33335,1,1,8.33335,1000002
75mm Gatling Rail II,Metropolis,Jita,492990,349994,142996,29.00586,11,314,4698.95,4.490074E+07
Dual 150mm Railgun II,Metropolis,Jita,1839989,1422775,417214.5,22.67484,6,85,1020.368,3.546323E+07
Eifyr and Co. 'Rogue' High Speed Maneuvering HS-902,Metropolis,Jita,1.2E+07,8248999,3751002,31.25835,1,5,93.77504,1.875501E+07
Dual 250mm Railgun II,Metropolis,Jita,3499998,2000004,1499994,42.857,7,14,428.57,2.099992E+07
Eifyr and Co. 'Rogue' Warp Drive Speed WS-608,Metropolis,Jita,1.2E+07,7154048,4845953,40.38294,1,21,444.2123,1.01765E+08
Eifyr and Co. 'Rogue' Warp Drive Speed WS-613,Metropolis,Jita,1.2E+08,1.2E+08,0,0,1,4,0,0
Eifyr and Co. 'Rogue' Warp Drive Speed WS-618,Metropolis,Jita,7.5E+08,6.168303E+08,1.331697E+08,17.75596,1,10,88.77982,1.331697E+09
Eifyr and Co. 'Rogue' Acceleration Control AC-602,Metropolis,Jita,1.04E+07,1.25E+07,2100000,16.8,1,2,16.8,4200000
Electron Blaster Cannon II,Metropolis,Jita,1000000,2338796,1338796,57.24296,3,50,1488.317,6.69398E+07
Zainou 'Deadeye' Guided Missile Precision GP-802,Metropolis,Jita,1.2E+07,7000000,5000000,41.66667,1,6,125,3E+07
Zainou 'Deadeye' Guided Missile Precision GP-804,Metropolis,Jita,1.2E+08,1.09999E+08,1.0001E+07,8.334167,1,1,8.334167,1.0001E+07
Zainou 'Deadeye' Missile Bombardment MB-702,Metropolis,Jita,1.2E+07,9873421,2126579,17.72149,1,3,35.44298,6379737
Heavy Electron Blaster II,Metropolis,Jita,1450857,1002006,448851.1,30.93696,7,412,6465.825,1.849267E+08
Zainou 'Deadeye' Missile Projection MP-702,Metropolis,Jita,1.2E+07,7099000,4901001,40.84167,1,3,81.68334,1.4703E+07
Zainou 'Deadeye' Rapid Launch RL-1002,Metropolis,Jita,1.2E+07,9000000,3000000,25,1,13,175,3.9E+07
Zainou 'Deadeye' Rapid Launch RL-1004,Metropolis,Jita,1.4E+08,1.239E+08,1.61E+07,11.5,1,1,11.5,1.61E+07
Heavy Ion Blaster II,Metropolis,Jita,1082904,1604998,522094,32.52927,9,255,4293.864,1.33134E+08
Zainou 'Deadeye' Rapid Launch RL-1006,Metropolis,Jita,1.001001E+09,6.5E+08,3.51001E+08,35.065,1,3,70.13,1.053003E+09
Zainou 'Deadeye' Target Navigation Prediction TN-902,Metropolis,Jita,1.2E+07,1.27E+07,700000,5.511811,1,1,5.511811,700000
Zainou 'Deadeye' Target Navigation Prediction TN-904,Metropolis,Jita,1.42E+08,1.2E+08,2.200001E+07,15.49296,1,1,15.49296,2.200001E+07
Zainou 'Deadeye' Target Navigation Prediction TN-906,Metropolis,Jita,1.1E+09,8.144104E+08,2.855896E+08,25.96269,1,1,25.96269,2.855896E+08
Heavy Neutron Blaster II,Metropolis,Jita,908778.8,1737478,828699.3,47.69553,12,410,10063.76,3.397667E+08
Hardwiring - Zainou 'Sharpshooter' ZMX11,Metropolis,Jita,2.88E+07,6999998,2.18E+07,75.69445,1,3,151.3889,6.540001E+07
Hardwiring - Zainou 'Sharpshooter' ZMX110,Metropolis,Jita,3.39E+08,1.375E+08,2.015E+08,59.43953,1,2,59.43953,4.03E+08
Ion Blaster Cannon II,Metropolis,Jita,4199995,3772277,427717.8,10.18377,7,84,458.2696,3.592829E+07
Light Electron Blaster II,Metropolis,Jita,711110,499990.9,211119.1,29.68867,1,362,5373.648,7.64251E+07
Zainou 'Snapshot' Heavy Missiles HM-702,Metropolis,Jita,1.2E+07,1.24E+07,399998,3.225791,1,2,3.225791,799996
Zainou 'Snapshot' Light Missiles LM-902,Metropolis,Jita,1.29E+07,9999011,2900989,22.48829,1,10,112.4414,2.900989E+07
Light Ion Blaster II,Metropolis,Jita,620676,618999.9,1676.063,0.2700382,12,395,54.81776,662044.7
Zainou 'Snapshot' Torpedoes TD-602,Metropolis,Jita,1.1E+07,1.24869E+07,1486896,11.90765,1,3,23.8153,4460688
Light Neutron Blaster II,Metropolis,Jita,783926,804999,21073,2.617767,51,2920,3887.385,6.153316E+07
ORE Industrial,Metropolis,Jita,2500000,2491280,8720,0.3488,1,21,3.8368,183120
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-802,Metropolis,Jita,1.2E+07,7756601,4243400,35.36166,1,3,70.72333,1.27302E+07
Neutron Blaster Cannon II,Metropolis,Jita,4720820,4287988,432832.5,9.168588,13,1030,4776.834,4.458175E+08
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-804,Metropolis,Jita,5E+07,1.479999E+08,9.799992E+07,66.21619,1,1,66.21619,9.799992E+07
Eifyr and Co. 'Gunslinger' Motion Prediction MR-702,Metropolis,Jita,1E+07,6800000,3200000,32,1,7,128,2.24E+07
Eifyr and Co. 'Gunslinger' Motion Prediction MR-706,Metropolis,Jita,1.2E+09,8.19E+08,3.81E+08,31.75,1,1,31.75,3.81E+08
Eifyr and Co. 'Gunslinger' Surgical Strike SS-902,Metropolis,Jita,1.16E+07,7229167,4370834,37.6796,1,24,452.1552,1.049E+08
Eifyr and Co. 'Gunslinger' Surgical Strike SS-904,Metropolis,Jita,1.5E+08,1.1225E+08,3.775E+07,25.16667,1,5,75.5,1.8875E+08
Eifyr and Co. 'Gunslinger' Surgical Strike SS-906,Metropolis,Jita,1.1E+09,6.007274E+08,4.992726E+08,45.38842,1,11,272.3305,5.491998E+09
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1002,Metropolis,Jita,1.1E+07,6316660,4683340,42.57582,1,3,85.15163,1.405002E+07
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1004,Metropolis,Jita,5E+07,1.209887E+08,7.098866E+07,58.67381,1,5,176.0214,3.549433E+08
Inherent Implants 'Lancer' Controlled Bursts CB-702,Metropolis,Jita,1E+07,7000000,3000000,30,1,1,30,3000000
Inherent Implants 'Lancer' Gunnery RF-902,Metropolis,Jita,1.2E+07,8498996,3501003,29.17503,1,5,87.52509,1.750502E+07
Inherent Implants 'Lancer' Medium Energy Turret ME-802,Metropolis,Jita,6200000,1.3E+07,6800000,52.30769,2,1,52.30769,1.36E+07
Zainou 'Deadeye' Sharpshooter ST-902,Metropolis,Jita,1.15E+07,6400000,5099999,44.34782,1,1,44.34782,5099999
Harvester Mining Drone,Metropolis,Jita,4.9E+08,5.310694E+08,4.106938E+07,7.733335,2,8,38.66668,3.28555E+08
Zainou 'Deadeye' Large Hybrid Turret LH-1002,Metropolis,Jita,1E+07,1.2E+07,1999997,16.66665,3,1,33.33329,5999991
Zainou 'Deadeye' Small Hybrid Turret SH-604,Metropolis,Jita,3.5E+07,1.69E+08,1.34E+08,79.28994,1,1,79.28994,1.34E+08
Zainou 'Gnome' Weapon Upgrades WU-1002,Metropolis,Jita,1.2E+07,8000000,4000000,33.33333,2,1,33.33333,8000000
Zainou 'Gnome' Weapon Upgrades WU-1004,Metropolis,Jita,5E+07,1.5E+08,1E+08,66.66666,1,1,66.66666,1E+08
Zainou 'Deadeye' Medium Hybrid Turret MH-804,Metropolis,Jita,5E+07,1.95E+08,1.45E+08,74.35897,1,1,74.35897,1.45E+08
Zainou 'Deadeye' Trajectory Analysis TA-702,Metropolis,Jita,1E+07,8500000,1500000,15,1,1,15,1500000
Inherent Implants 'Squire' Capacitor Management EM-802,Metropolis,Jita,1.3E+07,8768699,4231301,32.54847,1,35,585.8724,1.480955E+08
Inherent Implants 'Squire' Capacitor Management EM-804,Metropolis,Jita,1.4E+08,1.059289E+08,3.407114E+07,24.33652,1,4,48.67305,1.362845E+08
Inherent Implants 'Squire' Capacitor Management EM-806,Metropolis,Jita,6.9999E+08,6.109992E+08,8.899078E+07,12.71315,1,14,88.99205,1.245871E+09
Inherent Implants 'Squire' Capacitor Systems Operation EO-602,Metropolis,Jita,8900000,6545044,2354956,26.46018,1,83,1111.328,1.954613E+08
Inherent Implants 'Squire' Capacitor Systems Operation EO-604,Metropolis,Jita,1.5E+08,1.095E+08,4.05E+07,27,1,1,27,4.05E+07
Warp Disruptor I,Metropolis,Jita,44999.99,39886.92,5113.066,11.36237,1,103,590.8434,526645.8
Warp Disruptor II,Metropolis,Jita,1489349,1344996,144353.4,9.69238,24,1715,8422.678,2.47566E+08
Inherent Implants 'Squire' Capacitor Systems Operation EO-606,Metropolis,Jita,8.1E+08,7.04E+08,1.06E+08,13.08642,1,1,13.08642,1.06E+08
Inherent Implants 'Squire' Capacitor Emission Systems ES-704,Metropolis,Jita,5E+07,9.9E+07,4.9E+07,49.49495,1,1,49.49495,4.9E+07
Inherent Implants 'Squire' Energy Grid Upgrades EU-702,Metropolis,Jita,1.2E+07,1.39E+07,1900000,13.66906,1,1,13.66906,1900000
Inherent Implants 'Squire' Power Grid Management EG-602,Metropolis,Jita,9992990,5850005,4142985,41.45891,1,249,5182.364,1.031603E+09
Inherent Implants 'Squire' Power Grid Management EG-604,Metropolis,Jita,1.24E+08,7.214583E+07,5.185417E+07,41.81788,1,16,334.543,8.296667E+08
Inherent Implants 'Squire' Power Grid Management EG-606,Metropolis,Jita,1.2E+09,6.6E+08,5.4E+08,45,1,1,45,5.4E+08
Zainou 'Gypsy' Electronics Upgrades EU-602,Metropolis,Jita,1.2E+07,6999995,5000005,41.66671,1,1,41.66671,5000005
Zainou 'Gypsy' CPU Management EE-602,Metropolis,Jita,9996998,5689113,4307886,43.09179,4,1000,21632.08,4.307886E+09
Zainou 'Gypsy' CPU Management EE-604,Metropolis,Jita,1.302E+08,1.09E+08,2.12E+07,16.28264,1,5,48.84793,1.06E+08
Zainou 'Gypsy' Signature Analysis SA-702,Metropolis,Jita,1.2E+07,9200000,2800000,23.33333,3,24,303.3333,6.72E+07
Zainou 'Gypsy' Electronic Warfare EW-902,Metropolis,Jita,1.1E+07,1.24E+07,1400000,11.29032,1,1,11.29032,1400000
Zainou 'Gypsy' Long Range Targeting LT-802,Metropolis,Jita,1E+07,1.1E+07,1000000,9.090909,1,1,9.090909,1000000
Quad Light Beam Laser II,Metropolis,Jita,520000,1140509,620508.9,54.40632,2,5,163.219,3102545
Inherent Implants 'Noble' Repair Systems RS-602,Metropolis,Jita,1.42E+07,9900000,4300000,30.28169,1,1,30.28169,4300000
Medium Standard Container,Metropolis,Jita,222220,8350.38,213869.6,96.24229,3,82,4042.176,1.753731E+07
Large Standard Container,Metropolis,Jita,52500,14745.09,37754.91,71.91412,17,68,3020.393,2567334
Small Standard Container,Metropolis,Jita,999.99,401.5,598.49,59.8496,2,1497,44827.35,895939.5
Gunnery,Metropolis,Jita,30000,250.63,29749.37,99.16457,1,1,99.16457,29749.37
Small Hybrid Turret,Metropolis,Jita,28166.5,31856.54,3690.039,11.5833,6,56,359.0823,206642.2
Small Projectile Turret,Metropolis,Jita,31857.56,24882.03,6975.531,21.896,5,40,481.712,279021.3
Small Energy Turret,Metropolis,Jita,30000,28220.19,1779.811,5.932702,1,20,59.32701,35596.21
Medium Hybrid Turret,Metropolis,Jita,125000,230358.9,105358.9,45.73686,4,44,1097.685,4635793
Medium Projectile Turret,Metropolis,Jita,125000,125000,0,0,6,421,0,0
Medium Energy Turret,Metropolis,Jita,125000,113885.9,11114.07,8.891256,2,20,97.80382,222281.4
Large Hybrid Turret,Metropolis,Jita,2950000,2955679,5679,0.1921386,2,36,3.650633,204444
Large Projectile Turret,Metropolis,Jita,3000000,2970100,29900,0.9966667,4,20,11.96,598000
Large Energy Turret,Metropolis,Jita,3000000,2861354,138645.8,4.621525,1,53,124.7812,7348225
Rapid Firing,Metropolis,Jita,60000,84894.74,24894.74,29.32425,1,11,175.9455,273842.2
Sharpshooter,Metropolis,Jita,77083.33,81008.7,3925.375,4.845621,1,13,33.91935,51029.88
Motion Prediction,Metropolis,Jita,60000,74791.23,14791.23,19.77669,1,13,138.4368,192285.9
Surgical Strike,Metropolis,Jita,2995000,1393425,1601575,53.47496,2,16,481.2746,2.56252E+07
Controlled Bursts,Metropolis,Jita,350000,71338.33,278661.7,79.61762,1,6,238.8529,1671970
Trajectory Analysis,Metropolis,Jita,250000,252352.9,2352.938,0.9323995,1,17,8.391596,39999.94
Weapon Upgrades,Metropolis,Jita,80000,45556.32,34443.68,43.0546,1,4,86.1092,137774.7
Missile Launcher Operation,Metropolis,Jita,30000,27613.27,2386.73,7.955768,3,15,71.60191,35800.96
Rockets,Metropolis,Jita,30000,31290.86,1290.859,4.125356,3,59,127.886,76160.7
Light Missiles,Metropolis,Jita,153318.2,30000,123318.2,80.43285,6,113,4745.538,1.393496E+07
Auto-Targeting Missiles,Metropolis,Jita,23500,38308.22,14808.22,38.65546,5,17,425.2101,251739.7
Defender Missiles,Metropolis,Jita,45000,48912.77,3912.77,7.999485,3,37,159.9897,144772.5
Heavy Missiles,Metropolis,Jita,125000,147364.7,22364.72,15.17644,2,83,637.4105,1856272
Torpedoes,Metropolis,Jita,500000,482368.1,17631.91,3.526381,3,19,38.7902,335006.2
Cruise Missiles,Metropolis,Jita,750000,745809.5,4190.5,0.5587333,4,21,6.7048,88000.5
Spaceship Command,Metropolis,Jita,30000,11489.48,18510.52,61.70173,2,12,431.9121,222126.2
Gallente Frigate,Metropolis,Jita,50000,50000,0,0,3,170,0,0
Minmatar Frigate,Metropolis,Jita,43866.67,50000,6133.328,12.26666,15,144,969.0658,883199.3
Caldari Frigate,Metropolis,Jita,67500,50000,17500,25.92593,8,168,2281.481,2940000
Amarr Frigate,Metropolis,Jita,50000,46662.09,3337.91,6.67582,4,77,267.0328,257019.1
Gallente Cruiser,Metropolis,Jita,1000000,1037999,37999,3.660794,2,139,256.2556,5281861
Minmatar Cruiser,Metropolis,Jita,1000000,1006818,6818.188,0.6772014,9,69,26.41086,470454.9
Caldari Cruiser,Metropolis,Jita,1000000,1049999,49998.75,4.761791,3,131,319.04,6549836
Amarr Cruiser,Metropolis,Jita,1000000,782143.9,217856.1,21.78561,4,40,479.2835,8714245
Gallente Battleship,Metropolis,Jita,7500000,7557591,57591,0.7620285,2,85,32.76723,4895235
Minmatar Battleship,Metropolis,Jita,7500000,7597280,97280,1.280458,1,45,29.45054,4377600
Caldari Battleship,Metropolis,Jita,7500000,7431876,68124,0.90832,1,80,36.3328,5449920
Amarr Battleship,Metropolis,Jita,7500000,6898095,601905.5,8.025407,2,55,224.7114,3.31048E+07
Gallente Industrial,Metropolis,Jita,500000,395161.5,104838.5,20.96771,2,70,754.8375,7338697
Minmatar Industrial,Metropolis,Jita,500000,433150.9,66849.09,13.36982,1,11,80.21891,735340
Caldari Industrial,Metropolis,Jita,400000,309828.4,90171.63,22.54291,2,30,360.6865,2705149
Amarr Industrial,Metropolis,Jita,500000,278577.6,221422.4,44.28449,3,26,619.9828,5756984
Gallente Titan,Metropolis,Jita,5.5E+09,6.3E+09,7.999995E+08,12.69841,1,1,12.69841,7.999995E+08
Minmatar Titan,Metropolis,Jita,6E+09,6E+09,0,0,1,4,0,0
Caldari Titan,Metropolis,Jita,5.5E+09,6E+09,4.999997E+08,8.333329,1,1,8.333329,4.999997E+08
Amarr Titan,Metropolis,Jita,5.5E+09,6.1E+09,5.999995E+08,9.836058,1,3,19.67212,1.799998E+09
Leadership,Metropolis,Jita,30000,30000,0,0,1,373,0,0
Skirmish Warfare,Metropolis,Jita,100000,80132.44,19867.56,19.86756,1,9,99.33781,178808.1
Siege Warfare,Metropolis,Jita,125000,239921.9,114921.9,47.89972,1,12,287.3983,1379063
Siege Warfare Specialist,Metropolis,Jita,500000,849583.6,349583.6,41.14764,2,34,740.6575,1.188584E+07
Information Warfare Specialist,Metropolis,Jita,500000,500233.3,233.3125,0.04664074,1,62,1.445863,14465.38
Warfare Link Specialist,Metropolis,Jita,2500000,2542857,42856.75,1.685378,1,7,6.741512,299997.3
Social,Metropolis,Jita,30000,44817.58,14817.58,33.06198,1,74,1223.293,1096501
Negotiation,Metropolis,Jita,60000,81273.15,21273.15,26.17488,4,25,366.4483,531828.7
Diplomacy,Metropolis,Jita,250000.3,240704.5,9295.828,3.718326,3,22,44.61992,204508.2
Fast Talk,Metropolis,Jita,100000,196930.2,96930.19,49.22058,1,10,246.1029,969301.9
Connections,Metropolis,Jita,200000,205303.8,5303.766,2.583375,2,19,25.83375,100771.5
Criminal Connections,Metropolis,Jita,200000,349068.3,149068.3,42.70461,2,17,384.3415,2534160
Corporation Management,Metropolis,Jita,38750,25555.54,13194.46,34.05022,2,63,1089.607,831251.1
Diplomatic Relations,Metropolis,Jita,40000,34878,5122,12.805,1,1,12.805,5122
Starbase Defense Management,Metropolis,Jita,1000000,1045666,45666,4.367169,2,2,8.734338,91332
Industry,Metropolis,Jita,28000,9358.93,18641.07,66.57525,1,22,732.3278,410103.6
Reprocessing,Metropolis,Jita,39500,59316.59,19816.59,33.40817,2,33,567.939,653947.4
Mining,Metropolis,Jita,30000,3262.73,26737.27,89.12423,1,10,445.6212,267372.7
Mass Production,Metropolis,Jita,130004,267582.6,137578.6,51.41537,3,39,1079.723,5365564
Advanced Industry,Metropolis,Jita,75112.51,70160.65,4951.859,6.592589,2,29,98.88884,143603.9
Reprocessing Efficiency,Metropolis,Jita,300000,292402.8,7597.219,2.532406,1,17,22.79166,129152.7
Mechanics,Metropolis,Jita,20000,139801,119801,85.69395,1,3,171.3879,359402.9
Repair Systems,Metropolis,Jita,45000,161142.5,116142.5,72.07441,10,73,2955.051,8478404
Hull Upgrades,Metropolis,Jita,85000,48488.69,36511.31,42.95448,1,20,429.5448,730226.2
Advanced Small Ship Construction,Metropolis,Jita,100000,174999.5,74999.5,42.85698,2,4,128.5709,299998
Advanced Industrial Ship Construction,Metropolis,Jita,1260000,2069999,809999,39.13041,2,3,78.26081,2429997
Advanced Medium Ship Construction,Metropolis,Jita,1000000,1074303,74302.63,6.916359,1,11,41.49815,817328.9
Advanced Large Ship Construction,Metropolis,Jita,3E+07,3.134E+07,1340000,4.275686,1,5,12.82706,6700000
Outpost Construction,Metropolis,Jita,1E+08,1.091038E+08,9103816,8.344177,1,9,41.72089,8.193434E+07
Science,Metropolis,Jita,30000,7073.69,22926.31,76.42104,1,3,152.8421,68778.93
Research,Metropolis,Jita,400000,425807.3,25807.31,6.060796,1,15,48.48637,387109.7
Biology,Metropolis,Jita,37500,182648.3,145148.3,79.46874,3,40,1668.844,5805933
Laboratory Operation,Metropolis,Jita,500000,375677.8,124322.2,24.86444,2,18,248.6444,2237800
Sleeper Encryption Methods,Metropolis,Jita,1.5E+07,1.556241E+07,562405,3.613869,1,4,7.227739,2249620
Metallurgy,Metropolis,Jita,500000,424617.5,75382.5,15.0765,1,23,180.918,1733798
Astrogeology,Metropolis,Jita,547716.8,503860,43856.75,8.007195,2,44,184.1655,1929697
Cybernetics,Metropolis,Jita,100000,78607.03,21392.97,21.39297,2,16,192.5367,342287.5
Astrometrics,Metropolis,Jita,500000,411557.1,88442.94,17.68859,3,7,88.44293,619100.6
Power Grid Management,Metropolis,Jita,30000,19591.6,10408.4,34.69467,1,15,277.5573,156126
Shield Operation,Metropolis,Jita,55000,58999.96,3999.961,6.779599,13,110,413.5555,439995.7
Capacitor Systems Operation,Metropolis,Jita,60000,43361.19,16638.81,27.73135,2,8,138.6567,133110.5
Capacitor Management,Metropolis,Jita,200000,338491.9,138491.9,40.91439,1,7,163.6575,969443.1
Shield Management,Metropolis,Jita,170000,161602,8398,4.94,1,6,14.82,50388
Tactical Shield Manipulation,Metropolis,Jita,210000,149947.2,60052.8,28.59657,1,17,257.3691,1020898
Energy Pulse Weapons,Metropolis,Jita,130000,156545.3,26545.27,16.95693,3,64,559.5786,1698897
Shield Emission Systems,Metropolis,Jita,100000,74552.6,25447.4,25.4474,3,32,432.6058,814316.8
Capacitor Emission Systems,Metropolis,Jita,75000,131349.8,56349.77,42.90055,5,69,1587.32,3888134
