ItemName,Region,BaseRegion,AveragePrice,BaseAveragePrice,Difference,ProfitMargin,Volume,BaseVolume,PotentialDailyProfit
Megathron Navy Issue Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"1,988,606.00","653,000.00","1,335,606.00",67.16,4.00,34.00,"5,342,422.00"
Spatial Phenomena Generation,Metropolis,Jita,"200,000,000.00","205,333,300.00","5,333,328.00",2.60,1.00,3.00,"5,333,328.00"
Empire Control,Metropolis,Jita,"10,000,000.00","12,666,050.00","2,666,053.00",21.05,2.00,3.00,"5,332,106.00"
Small Warhead Rigor Catalyst II,Metropolis,Jita,"4,996,300.00","2,331,997.00","2,664,303.00",53.33,2.00,28.00,"5,328,607.00"
Shield Command Burst II,Metropolis,Jita,"3,700,000.00","2,939,999.00","760,001.30",20.54,7.00,348.00,"5,320,009.00"
Large I-ax Enduring Remote Armor Repairer,Metropolis,Jita,"175,000.00","470,553.20","295,553.20",62.81,18.00,96.00,"5,319,958.00"
Medium Energy Burst Aerator II,Metropolis,Jita,"8,398,997.00","3,079,996.00","5,319,001.00",63.33,1.00,9.00,"5,319,001.00"
Eifyr and Co. 'Gunslinger' Motion Prediction MR-703,Metropolis,Jita,"25,600,000.00","20,288,460.00","5,311,540.00",20.75,1.00,32.00,"5,311,540.00"
Core Probe Launcher I,Metropolis,Jita,"77,646.93","9,594.98","68,051.95",87.64,78.00,"3,101.00","5,308,053.00"
Mobile Medium Warp Disruptor I,Metropolis,Jita,"7,285,114.00","1,984,624.00","5,300,491.00",72.76,1.00,45.00,"5,300,491.00"
Khanid Royal Insignia,Metropolis,Jita,"256,061.20","786,107.40","530,046.30",67.43,10.00,36.00,"5,300,463.00"
Thorax Valimor Legacy SKIN (Permanent),Metropolis,Jita,"10,000,000.00","4,699,998.00","5,300,002.00",53.00,1.00,1.00,"5,300,002.00"
Men's 'Hephaestus' Shirt (desert),Metropolis,Jita,"10,000,000.00","15,300,000.00","5,300,000.00",34.64,1.00,1.00,"5,300,000.00"
Armageddon Spirit SKIN (Permanent),Metropolis,Jita,"7,000,000.00","12,300,000.00","5,299,997.00",43.09,1.00,1.00,"5,299,997.00"
Federation Navy 5MN Microwarpdrive,Metropolis,Jita,"40,000,000.00","34,700,330.00","5,299,668.00",13.25,1.00,3.00,"5,299,668.00"
Combat Scanner Probe I,Metropolis,Jita,"70,949.98","26,797.20","44,152.78",62.23,120.00,"9,187.00","5,298,334.00"
Imperial Navy Sergeant Major Insignia I,Metropolis,Jita,"16,001.10","3,000.00","13,001.10",81.25,407.00,159.00,"5,291,448.00"
Cargo Scanner II,Metropolis,Jita,"1,798,182.00","739,999.90","1,058,182.00",58.85,5.00,281.00,"5,290,909.00"
Bistot Mining Crystal I,Metropolis,Jita,"149,999.90","52,123.87","97,876.06",65.25,54.00,72.00,"5,285,308.00"
Capital Cap Battery I,Metropolis,Jita,"1,000,000.00","2,760,706.00","1,760,706.00",63.78,3.00,9.00,"5,282,117.00"
Compressed Golden Omber,Metropolis,Jita,"2,900.07","4,760.66","1,860.59",39.08,"2,837.00","4,952.00","5,278,494.00"
R.Db - Lai Dai Blueprint,Metropolis,Jita,"5,862,400.00","586,240.00","5,276,160.00",90.00,1.00,1.00,"5,276,160.00"
X-Large Shield Booster I Blueprint,Metropolis,Jita,"5,854,720.00","585,472.00","5,269,248.00",90.00,1.00,1.00,"5,269,248.00"
Cryoprotectant Solution,Metropolis,Jita,"87,000.24","101,020.00","14,019.76",13.88,375.00,"40,365.00","5,257,409.00"
Caldari Navy Inferno Torpedo,Metropolis,Jita,"3,247.82","2,658.57",589.25,18.14,"8,900.00","151,131.00","5,244,325.00"
Dual Heavy Pulse Laser II,Metropolis,Jita,"2,980,000.00","4,287,320.00","1,307,320.00",30.49,4.00,20.00,"5,229,280.00"
Punisher Cold Iron SKIN (Permanent),Metropolis,Jita,"27,500,000.00","22,272,670.00","5,227,334.00",19.01,1.00,3.00,"5,227,334.00"
Zainou 'Deadeye' Missile Bombardment MB-703,Metropolis,Jita,"25,000,000.00","19,777,780.00","5,222,222.00",20.89,1.00,18.00,"5,222,222.00"
Raven Navy Issue,Metropolis,Jita,"498,002,200.00","503,221,000.00","5,218,848.00",1.04,1.00,16.00,"5,218,848.00"
Single-crystal Superalloy I-beam,Metropolis,Jita,"474,156.40","541,055.00","66,898.59",12.36,78.00,"9,066.00","5,218,091.00"
Advanced Spaceship Command,Metropolis,Jita,"50,000,000.00","52,608,510.00","2,608,508.00",4.96,2.00,74.00,"5,217,016.00"
Medium Energy Metastasis Adjuster II,Metropolis,Jita,"8,850,000.00","3,639,999.00","5,210,001.00",58.87,1.00,7.00,"5,210,001.00"
Ares,Metropolis,Jita,"26,333,330.00","27,201,420.00","868,090.00",3.19,6.00,163.00,"5,208,540.00"
Valkyrie II,Metropolis,Jita,"993,691.00","927,849.80","65,841.25",6.63,79.00,"2,789.00","5,201,459.00"
Domination Heavy Missile Launcher,Metropolis,Jita,"40,000,000.00","45,200,000.00","5,200,000.00",11.50,1.00,4.00,"5,200,000.00"
Reinforced Bulkheads II,Metropolis,Jita,"585,812.70","369,999.90","215,812.80",36.84,24.00,"1,035.00","5,179,508.00"
Heavy Mutadaptive Remote Armor Repairer I,Metropolis,Jita,"44,000,000.00","38,831,670.00","5,168,332.00",11.75,1.00,6.00,"5,168,332.00"
Federation Navy Fleet Captain Insignia I,Metropolis,Jita,"1,795,384.00","1,398,750.00","396,634.30",22.09,13.00,"6,708.00","5,156,245.00"
Shield Boost Amplifier II,Metropolis,Jita,"1,212,084.00","696,800.00","515,284.30",42.51,10.00,158.00,"5,152,843.00"
Dark Blood Medium Pulse Laser Battery,Metropolis,Jita,"1,750,000.00","6,900,000.00","5,150,000.00",74.64,1.00,10.00,"5,150,000.00"
Heavy Energy Neutralizer II,Metropolis,Jita,"7,650,000.00","6,363,995.00","1,286,005.00",16.81,4.00,226.00,"5,144,020.00"
Bhaalgorn,Metropolis,Jita,"233,890,000.00","228,747,200.00","5,142,816.00",2.20,1.00,31.00,"5,142,816.00"
Large Micro Jump Drive,Metropolis,Jita,"1,756,852.00","1,289,598.00","467,253.80",26.60,11.00,512.00,"5,139,791.00"
Omnidirectional Tracking Link II,Metropolis,Jita,"1,536,998.00","1,023,804.00","513,194.00",33.39,10.00,320.00,"5,131,940.00"
Microfiber Shielding,Metropolis,Jita,"9,800.05","15,500.02","5,699.97",36.77,900.00,"339,318.00","5,129,973.00"
Shadow Small Blaster Battery,Metropolis,Jita,"2,487,654.00","4,195,000.00","1,707,346.00",40.70,3.00,4.00,"5,122,037.00"
Federation Navy Tungsten Charge L,Metropolis,Jita,60.00,"1,348.46","1,288.46",95.55,"3,973.00","113,500.00","5,119,052.00"
Caldari Navy Lead Charge L,Metropolis,Jita,"1,398.83",375.02,"1,023.81",73.19,"5,000.00","83,095.00","5,119,050.00"
Men's 'Eico Flamjaw' Facial Augmentation,Metropolis,Jita,"3,299,997.00","745,160.10","2,554,837.00",77.42,2.00,80.00,"5,109,674.00"
Large EMP Smartbomb II,Metropolis,Jita,"7,000,000.00","1,892,000.00","5,108,000.00",72.97,1.00,223.00,"5,108,000.00"
Zainou 'Deadeye' Sharpshooter ST-902,Metropolis,Jita,"11,500,000.00","6,400,000.00","5,099,999.00",44.35,1.00,4.00,"5,099,999.00"
Capital Remote Armor Repairer I,Metropolis,Jita,"18,007,790.00","23,098,020.00","5,090,232.00",22.04,1.00,78.00,"5,090,232.00"
Ice Harvester I,Metropolis,Jita,"1,372,144.00","1,008,976.00","363,167.60",26.47,14.00,139.00,"5,084,347.00"
Domination Warp Disruptor,Metropolis,Jita,"133,678,800.00","138,747,800.00","5,069,032.00",3.65,1.00,21.00,"5,069,032.00"
Raven Hunter's Quiver SKIN (Permanent),Metropolis,Jita,"15,000,000.00","9,940,084.00","5,059,916.00",33.73,1.00,6.00,"5,059,916.00"
Corax Glacial Drift SKIN (Permanent),Metropolis,Jita,"2,200,000.00","7,250,117.00","5,050,117.00",69.66,1.00,1.00,"5,050,117.00"
Blood Bronze Tag,Metropolis,Jita,"1,000.00","5,038,460.00","5,037,460.00",99.98,1.00,26.00,"5,037,460.00"
Defective Current Pump,Metropolis,Jita,"11,000.00","17,501.73","6,501.73",37.15,774.00,"176,715.00","5,032,340.00"
Small Drone Control Range Augmentor II,Metropolis,Jita,"12,000,000.00","6,971,107.00","5,028,893.00",41.91,1.00,5.00,"5,028,893.00"
Venture Gallente Industrial Livery SKIN (Permanent),Metropolis,Jita,"7,500,000.00","2,475,001.00","5,025,000.00",67.00,1.00,2.00,"5,025,000.00"
Drake,Metropolis,Jita,"36,963,990.00","35,289,420.00","1,674,568.00",4.53,3.00,82.00,"5,023,704.00"
Entropic Radiation Sink I,Metropolis,Jita,"2,999,998.00","3,251,000.00","251,002.30",7.72,20.00,656.00,"5,020,045.00"
Little Helper  Female,Metropolis,Jita,88.39,"5,005,007.00","5,004,919.00",100.00,1.00,1.00,"5,004,919.00"
Dark Blood Small Focused Beam Laser,Metropolis,Jita,"9,750,000.00","7,248,487.00","2,501,514.00",25.66,2.00,30.00,"5,003,027.00"
Small Hybrid Discharge Elutriation II,Metropolis,Jita,"1,000,000.00","1,833,774.00","833,774.30",45.47,6.00,7.00,"5,002,646.00"
Small Anti-EM Pump II,Metropolis,Jita,"15,999,990.00","13,499,610.00","2,500,383.00",15.63,2.00,11.00,"5,000,766.00"
Synthetic Hull Conversion Reinforced Bulkheads,Metropolis,Jita,"65,000,000.00","59,999,960.00","5,000,040.00",7.69,1.00,3.00,"5,000,040.00"
Gist C-Type Thermal Dissipation Field,Metropolis,Jita,"5,000,000.00","10,000,020.00","5,000,020.00",50.00,1.00,3.00,"5,000,020.00"
Structure Advertisement Nexus,Metropolis,Jita,"70,000,000.00","64,999,990.00","5,000,012.00",7.14,1.00,4.00,"5,000,012.00"
Manticore Glacial Drift SKIN (Permanent),Metropolis,Jita,"45,000,000.00","39,999,990.00","5,000,012.00",11.11,1.00,1.00,"5,000,012.00"
Centii B-Type Small Armor Repairer,Metropolis,Jita,"95,000,000.00","89,999,990.00","5,000,008.00",5.26,1.00,2.00,"5,000,008.00"
Zainou 'Gypsy' Electronics Upgrades EU-602,Metropolis,Jita,"12,000,000.00","6,999,995.00","5,000,005.00",41.67,1.00,1.00,"5,000,005.00"
Ammatar Navy Medium Energy Nosferatu,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,004.00",9.09,1.00,2.00,"5,000,004.00"
Pilgrim Purity of the Throne SKIN (Permanent),Metropolis,Jita,"50,000,000.00","45,000,000.00","5,000,004.00",10.00,1.00,1.00,"5,000,004.00"
Low-grade Edge Gamma,Metropolis,Jita,"20,000,000.00","15,000,000.00","5,000,003.00",25.00,1.00,1.00,"5,000,003.00"
Scorpion Glacial Drift SKIN (Permanent),Metropolis,Jita,"5,000,000.00","7,500,001.00","2,500,001.00",33.33,2.00,2.00,"5,000,002.00"
Spatial Destabilization Battery Blueprint,Metropolis,Jita,"50,000,000.00","45,000,000.00","5,000,000.00",10.00,1.00,1.00,"5,000,000.00"
Thrasher Blueprint,Metropolis,Jita,"7,500,000.00","10,000,000.00","2,500,000.00",25.00,2.00,9.00,"5,000,000.00"
Coreli A-Type Small Armor Repairer,Metropolis,Jita,"51,000,000.00","53,500,000.00","2,500,000.00",4.67,2.00,146.00,"5,000,000.00"
Core A-Type 500MN Microwarpdrive,Metropolis,Jita,"270,000,000.00","275,000,000.00","5,000,000.00",1.82,1.00,1.00,"5,000,000.00"
Amarr Control Tower Medium,Metropolis,Jita,"310,000,000.00","315,000,000.00","5,000,000.00",1.59,1.00,2.00,"5,000,000.00"
Minmatar Control Tower Small,Metropolis,Jita,"100,000,000.00","95,000,000.00","5,000,000.00",5.00,1.00,3.00,"5,000,000.00"
Capital Cargohold Optimization I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Ionic Field Projector I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Hybrid Ambit Extension I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Hybrid Collision Accelerator I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Hybrid Discharge Elutriation I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Hybrid Locus Coordinator I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Hydraulic Bay Thrusters I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Capital Anti-EM Screen Reinforcer I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","5,000,000.00",9.09,1.00,1.00,"5,000,000.00"
Rokh Nugoeihuvi SKIN (Permanent),Metropolis,Jita,"90,000,000.00","85,000,000.00","5,000,000.00",5.56,1.00,1.00,"5,000,000.00"
Women's 'Sparkgap' Facial Augmentation,Metropolis,Jita,"125,000,000.00","130,000,000.00","5,000,000.00",3.85,1.00,1.00,"5,000,000.00"
Pontifex Cold Iron SKIN (Permanent),Metropolis,Jita,"10,000,000.00","5,000,000.00","5,000,000.00",50.00,1.00,1.00,"5,000,000.00"
Procurer Gallente Industrial Livery SKIN (Permanent),Metropolis,Jita,"15,000,000.00","20,000,000.00","5,000,000.00",25.00,1.00,1.00,"5,000,000.00"
Standup M-Set Moon Ore Grading Processor I Blueprint,Metropolis,Jita,"100,000,000.00","95,000,000.00","5,000,000.00",5.00,1.00,1.00,"5,000,000.00"
Nestor Glacial Drift SKIN (Permanent),Metropolis,Jita,"15,000,000.00","20,000,000.00","5,000,000.00",25.00,1.00,1.00,"5,000,000.00"
Medium Hybrid Ambit Extension II,Metropolis,Jita,"10,000,000.00","15,000,000.00","4,999,998.00",33.33,1.00,5.00,"4,999,998.00"
Capital Stasis Drone Augmentor I Blueprint,Metropolis,Jita,"50,000,000.00","55,000,000.00","4,999,996.00",9.09,1.00,1.00,"4,999,996.00"
Capital Hyperspatial Velocity Optimizer I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,992.00",9.09,1.00,1.00,"4,999,992.00"
Capital Targeting System Subcontroller I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,992.00",9.09,1.00,1.00,"4,999,992.00"
Capital Warhead Calefaction Catalyst I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,992.00",9.09,1.00,1.00,"4,999,992.00"
Capital Command Processor I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,992.00",9.09,1.00,1.00,"4,999,992.00"
Capital Hybrid Metastasis Adjuster I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,988.00",9.09,1.00,1.00,"4,999,988.00"
Capital Projectile Burst Aerator I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,988.00",9.09,1.00,1.00,"4,999,988.00"
Capital Higgs Anchor I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,990.00","4,999,988.00",9.09,1.00,1.00,"4,999,988.00"
Catalyst Serpentis SKIN (Permanent),Metropolis,Jita,"193,000,000.00","198,000,000.00","4,999,968.00",2.53,1.00,1.00,"4,999,968.00"
Capital Targeting Systems Stabilizer I Blueprint,Metropolis,Jita,"50,000,000.00","54,999,930.00","4,999,928.00",9.09,1.00,1.00,"4,999,928.00"
Gistum A-Type Medium Remote Shield Booster,Metropolis,Jita,"53,000,000.00","48,000,090.00","4,999,908.00",9.43,1.00,7.00,"4,999,908.00"
'Harness' Medium Capacitor Booster I,Metropolis,Jita,"17,000,000.00","12,000,150.00","4,999,850.00",29.41,1.00,1.00,"4,999,850.00"
Wyvern Glacial Drift SKIN (Permanent),Metropolis,Jita,"15,000,000.00","19,999,750.00","4,999,746.00",25.00,1.00,2.00,"4,999,746.00"
Corpus C-Type Large Armor Repairer,Metropolis,Jita,"70,000,000.00","65,000,280.00","4,999,724.00",7.14,1.00,1.00,"4,999,724.00"
Amarr Empire Starbase Charter,Metropolis,Jita,"50,000.00",3.11,"49,996.89",99.99,100.00,477.00,"4,999,689.00"
Dark Blood Energy Neutralizing Battery,Metropolis,Jita,"6,000,000.00","1,001,992.00","4,998,008.00",83.30,1.00,2.00,"4,998,008.00"
Nanowire Composites Blueprint,Metropolis,Jita,"10,000,000.00","5,005,000.00","4,995,000.00",49.95,1.00,4.00,"4,995,000.00"
Eifyr and Co. 'Alchemist' Gas Harvesting GH-803,Metropolis,Jita,"22,000,000.00","26,994,500.00","4,994,500.00",18.50,1.00,2.00,"4,994,500.00"
Bomb Deployment,Metropolis,Jita,"10,000,000.00","8,751,686.00","1,248,314.00",12.48,4.00,33.00,"4,993,256.00"
Compressed Glossy Scordite,Metropolis,Jita,"2,392.08","1,880.00",512.08,21.41,"9,741.00","212,099.00","4,988,172.00"
Domination Nanofiber Structure,Metropolis,Jita,"25,000,000.00","29,985,840.00","4,985,840.00",16.63,1.00,22.00,"4,985,840.00"
Jaguar Dawn of Liberation SKIN (Permanent),Metropolis,Jita,"100,000,000.00","95,017,260.00","4,982,744.00",4.98,1.00,6.00,"4,982,744.00"
Republic Fleet Navy Rear-Admiral Insignia,Metropolis,Jita,"18,000.12","5,000,000.00","4,982,000.00",99.64,1.00,1.00,"4,982,000.00"
Reaper Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"5,000,000.00","20,427.75","4,979,572.00",99.59,1.00,20.00,"4,979,572.00"
Scythe Fleet Issue Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"5,000,000.00","21,000.00","4,979,000.00",99.58,1.00,18.00,"4,979,000.00"
Prophecy Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"5,000,000.00","23,316.50","4,976,684.00",99.53,1.00,6.00,"4,976,684.00"
Eifyr and Co. 'Gunslinger' Large Projectile Turret LP-1003,Metropolis,Jita,"25,450,000.00","20,476,850.00","4,973,146.00",19.54,1.00,28.00,"4,973,146.00"
280mm Howitzer Artillery II,Metropolis,Jita,"499,209.30","724,900.00","225,690.70",31.13,22.00,941.00,"4,965,195.00"
Thrasher,Metropolis,Jita,"480,199.90","686,987.80","206,787.90",30.10,24.00,419.00,"4,962,909.00"
Drone Damage Amplifier I Blueprint,Metropolis,Jita,"7,450,000.00","2,498,932.00","4,951,068.00",66.46,1.00,9.00,"4,951,068.00"
Tremor L,Metropolis,Jita,794.00,298.99,495.01,62.34,"10,000.00","168,697.00","4,950,100.00"
Ares Glacial Drift SKIN (Permanent),Metropolis,Jita,"16,000,000.00","20,946,500.00","4,946,500.00",23.61,1.00,2.00,"4,946,500.00"
Armageddon Hunter's Quiver SKIN (Permanent),Metropolis,Jita,"9,999,999.00","5,058,167.00","4,941,833.00",49.42,1.00,6.00,"4,941,833.00"
Standup Super-heavy Torpedo,Metropolis,Jita,"1,000.00","6,900.00","5,900.00",85.51,837.00,"17,280.00","4,938,300.00"
Men's 'Commando' Pants (red/black),Metropolis,Jita,"5,000,000.00","65,000.02","4,935,000.00",98.70,1.00,3.00,"4,935,000.00"
Federation Navy Comet Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"5,000,000.00","73,737.76","4,926,262.00",98.53,1.00,19.00,"4,926,262.00"
Women's 'Gunner' Jacket (Serpentis),Metropolis,Jita,"5,000,000.00","9,925,100.00","4,925,100.00",49.62,1.00,1.00,"4,925,100.00"
220mm Vulcan AutoCannon II,Metropolis,Jita,"1,235,869.00","1,368,900.00","133,031.30",9.72,37.00,606.00,"4,922,156.00"
Synth Exile Booster Reaction Formula,Metropolis,Jita,"4,999,999.00","79,941.96","4,920,057.00",98.40,1.00,18.00,"4,920,057.00"
Men's 'Form' T-shirt (Blood Raiders),Metropolis,Jita,"5,000,000.00","80,700.00","4,919,300.00",98.39,1.00,2.00,"4,919,300.00"
Cynosural System Jammer,Metropolis,Jita,"97,000.30","5,000,091.00","4,903,090.00",98.06,1.00,7.00,"4,903,090.00"
Ibis Glacial Drift SKIN (Permanent),Metropolis,Jita,"5,400,000.00","500,000.70","4,900,000.00",90.74,1.00,3.00,"4,900,000.00"
Dragoon Blueprint,Metropolis,Jita,"15,000,000.00","10,100,000.00","4,899,998.00",32.67,1.00,4.00,"4,899,998.00"
Tormentor Glacial Drift SKIN (Permanent),Metropolis,Jita,"5,000,000.00","100,542.20","4,899,458.00",97.99,1.00,1.00,"4,899,458.00"
Small Emission Scope Sharpener II,Metropolis,Jita,"3,348,599.00","1,715,489.00","1,633,110.00",48.77,3.00,79.00,"4,899,330.00"
Capital Ship Construction,Metropolis,Jita,"75,000,000.00","75,979,600.00","979,600.00",1.29,5.00,10.00,"4,898,000.00"
Scan Pinpointing Array II,Metropolis,Jita,"1,543,100.00","1,097,939.00","445,161.40",28.85,11.00,83.00,"4,896,775.00"
Inherent Implants 'Noble' Repair Proficiency RP-903,Metropolis,Jita,"25,000,000.00","20,105,610.00","4,894,390.00",19.58,1.00,16.00,"4,894,390.00"
Navitas Glacial Drift SKIN (Permanent),Metropolis,Jita,"5,000,000.00","105,905.40","4,894,095.00",97.88,1.00,2.00,"4,894,095.00"
Hecate Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"4,999,999.00","121,731.30","4,878,268.00",97.57,1.00,26.00,"4,878,268.00"
Medium Hybrid Collision Accelerator II,Metropolis,Jita,"12,200,000.00","7,332,759.00","4,867,241.00",39.90,1.00,65.00,"4,867,241.00"
Nova Fury Cruise Missile,Metropolis,Jita,998.83,565.97,432.86,43.34,"11,241.00","1,683,071.00","4,865,780.00"
Retriever Caldari Industrial Livery SKIN (Permanent),Metropolis,Jita,"9,000,000.00","11,430,000.00","2,430,000.00",21.26,2.00,2.00,"4,860,000.00"
Curator II,Metropolis,Jita,"543,000.10","1,514,699.00","971,698.70",64.15,5.00,872.00,"4,858,494.00"
Basilisk Glacial Drift SKIN (Permanent),Metropolis,Jita,"16,244,580.00","21,100,100.00","4,855,521.00",23.01,1.00,1.00,"4,855,521.00"
Domination Dual 180mm Autocannon,Metropolis,Jita,"9,950,000.00","5,099,921.00","4,850,079.00",48.74,1.00,1.00,"4,850,079.00"
Imperial Navy Slicer Cold Iron SKIN (Permanent),Metropolis,Jita,"16,650,000.00","11,800,090.00","4,849,911.00",29.13,1.00,2.00,"4,849,911.00"
Moa,Metropolis,Jita,"5,881,922.00","7,494,998.00","1,613,077.00",21.52,3.00,130.00,"4,839,230.00"
Medium Remote Repair Augmentor I,Metropolis,Jita,"3,750,245.00","2,140,000.00","1,610,245.00",42.94,3.00,26.00,"4,830,736.00"
Abaddon Glacial Drift SKIN (Permanent),Metropolis,Jita,"3,800,000.00","6,213,367.00","2,413,367.00",38.84,2.00,3.00,"4,826,734.00"
Arch Angel EMP M,Metropolis,Jita,100.09,"1,100.02",999.93,90.90,"4,825.00","54,600.00","4,824,663.00"
Falcon,Metropolis,Jita,"220,000,000.00","224,805,800.00","4,805,792.00",2.14,1.00,18.00,"4,805,792.00"
Lustrous Hedbergite,Metropolis,Jita,163.01,310.15,147.14,47.44,"32,651.00",80.00,"4,804,268.00"
Nereus Blueprint,Metropolis,Jita,"8,700,000.00","3,899,998.00","4,800,002.00",55.17,1.00,5.00,"4,800,002.00"
800mm Repeating Cannon I Blueprint,Metropolis,Jita,"9,000,000.00","13,800,000.00","4,800,000.00",34.78,1.00,1.00,"4,800,000.00"
Sigil Blueprint,Metropolis,Jita,"8,000,000.00","5,600,000.00","2,400,000.00",30.00,2.00,1.00,"4,800,000.00"
Medium Drone Repair Augmentor II,Metropolis,Jita,"39,500,000.00","34,700,000.00","4,800,000.00",12.15,1.00,5.00,"4,800,000.00"
Depleted Uranium XL Blueprint,Metropolis,Jita,"5,000,000.00","9,799,998.00","4,799,998.00",48.98,1.00,1.00,"4,799,998.00"
Angel Large Artillery Battery,Metropolis,Jita,"12,500,000.00","14,900,000.00","2,399,998.00",16.11,2.00,1.00,"4,799,996.00"
Dread Guristas Antimatter Charge L,Metropolis,Jita,"2,003.90","8,002.02","5,998.12",74.96,800.00,"26,542.00","4,798,496.00"
Neodymium,Metropolis,Jita,"69,000.00","75,900.00","6,900.00",9.09,695.00,"482,697.00","4,795,500.00"
Mega Pulse Laser I,Metropolis,Jita,"25,001.00","824,165.30","799,164.30",96.97,6.00,48.00,"4,794,986.00"
Eifyr and Co. 'Gunslinger' Medium Projectile Turret MP-803,Metropolis,Jita,"25,350,000.00","20,567,530.00","4,782,474.00",18.87,1.00,40.00,"4,782,474.00"
Large Warhead Rigor Catalyst I,Metropolis,Jita,"8,990,556.00","6,599,882.00","2,390,675.00",26.59,2.00,17.00,"4,781,349.00"
Blood Brass Tag,Metropolis,Jita,"1,999.99","479,961.80","477,961.80",99.58,10.00,34.00,"4,779,618.00"
CONCORD Capital Shield Booster,Metropolis,Jita,"300,000,000.00","304,772,100.00","4,772,064.00",1.57,1.00,58.00,"4,772,064.00"
Poteque 'Prospector' Salvaging SV-905,Metropolis,Jita,"39,900,000.00","44,666,660.00","4,766,664.00",10.67,1.00,3.00,"4,766,664.00"
Republic Fleet Phased Plasma L,Metropolis,Jita,"1,089.96",949.97,139.99,12.84,"34,000.00","552,609.00","4,759,660.00"
Women's 'Outlaw' Boots (Guristas),Metropolis,Jita,"5,000,000.00","247,250.00","4,752,750.00",95.06,1.00,4.00,"4,752,750.00"
Domination Armor Explosive Hardener,Metropolis,Jita,"8,000,000.00","3,250,000.00","4,750,001.00",59.38,1.00,5.00,"4,750,001.00"
Algos Blueprint,Metropolis,Jita,"14,000,000.00","9,250,000.00","4,750,000.00",33.93,1.00,4.00,"4,750,000.00"
Vexor Glacial Drift SKIN (Permanent),Metropolis,Jita,"8,500,000.00","13,250,000.00","4,749,996.00",35.85,1.00,1.00,"4,749,996.00"
Dark Blood Reactor Control Unit,Metropolis,Jita,"9,803,578.00","5,062,885.00","4,740,693.00",48.36,1.00,60.00,"4,740,693.00"
Unrefined Titanium Chromide,Metropolis,Jita,"83,100.00","231,163.20","148,063.20",64.05,32.00,1.00,"4,738,021.00"
5MN Microwarpdrive II,Metropolis,Jita,"4,441,266.00","4,010,856.00","430,409.80",9.69,11.00,"1,424.00","4,734,507.00"
Monazite,Metropolis,Jita,"12,000.00","11,055.65",944.35,7.87,"5,000.00",32.00,"4,721,748.00"
Dark Blood Small Capacitor Booster,Metropolis,Jita,"13,440,000.00","15,794,220.00","2,354,218.00",14.91,2.00,10.00,"4,708,436.00"
'Oblivion' Kinetic Doomsday,Metropolis,Jita,"240,947,800.00","236,240,400.00","4,707,344.00",1.95,1.00,3.00,"4,707,344.00"
Gistum A-Type Medium Shield Booster,Metropolis,Jita,"330,000,000.00","334,702,900.00","4,702,880.00",1.41,1.00,8.00,"4,702,880.00"
True Sansha Gatling Pulse Laser,Metropolis,Jita,"8,800,000.00","4,100,000.00","4,700,000.00",53.41,1.00,1.00,"4,700,000.00"
Nereus Spirit SKIN (Permanent),Metropolis,Jita,"12,500,000.00","7,800,000.00","4,700,000.00",37.60,1.00,1.00,"4,700,000.00"
Scythe Fleet Issue Glacial Drift SKIN (Permanent),Metropolis,Jita,"5,000,000.00","300,000.00","4,700,000.00",94.00,1.00,4.00,"4,700,000.00"
Prorator Exoplanets Hunter SKIN (Permanent),Metropolis,Jita,"4,772,111.00","77,799.61","4,694,312.00",98.37,1.00,10.00,"4,694,312.00"
